against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
50,14,16,0,154,6,23,10,0,Hawthorn,308,1,4,1,1
67,13,8,0,122,9,19,5,0,Essendon,182.089552238806,1,4,2,1
79,13,7,0,109,11,17,14,0,Richmond,137.974683544304,1,4,3,1
85,7,15,0,111,13,16,4,0,Collingwood,130.588235294118,1,4,4,1
76,10,8,0,92,11,14,17,0,"West Coast",121.052631578947,1,4,5,1
96,12,15,0,105,14,15,7,0,Geelong,109.375,1,4,6,1
49,13,15,0,51,6,6,15,0,"St Kilda",104.081632653061,1,4,7,1
123,15,12,0,126,18,19,18,0,"Western Bulldogs",102.439024390244,1,4,8,1
126,12,15,0,123,19,18,1,1,Adelaide,97.6190476190476,1,0,9,0
51,15,13,0,49,6,6,16,1,Sydney,96.078431372549,1,0,10,0
105,15,12,0,96,15,14,13,1,"Port Adelaide",91.4285714285714,1,0,11,0
92,8,10,0,76,14,11,2,1,"Brisbane Lions",82.6086956521739,1,0,12,0
111,15,7,0,85,16,13,6,1,Fremantle,76.5765765765766,1,0,13,0
109,7,13,0,79,17,11,3,1,Carlton,72.4770642201835,1,0,14,0
122,8,13,0,67,19,9,12,1,"North Melbourne",54.9180327868852,1,0,15,0
154,16,14,0,50,23,6,11,1,Melbourne,32.4675324675325,1,0,16,0
