against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
630,96,118,0,910,89,132,7,0,Geelong,144.444444444444,8,32,1,8
706,88,119,0,989,103,145,10,0,Hawthorn,140.084985835694,8,32,2,8
783,87,100,1,1030,116,155,18,0,"Western Bulldogs",131.54533844189,8,30,3,7
676,88,111,0,867,98,126,1,2,Adelaide,128.254437869822,8,24,4,6
587,95,103,1,763,82,110,16,3,Sydney,129.982964224872,8,18,5,4
748,100,92,1,746,108,109,12,3,"North Melbourne",99.7326203208556,8,18,6,4
811,91,104,0,866,120,127,4,4,Collingwood,106.781750924784,8,16,7,4
790,100,123,0,825,115,117,2,4,"Brisbane Lions",104.430379746835,8,16,8,4
774,78,91,0,745,116,109,15,4,"St Kilda",96.2532299741602,8,16,9,4
836,92,95,0,827,124,122,13,5,"Port Adelaide",98.9234449760766,8,12,10,3
850,100,98,0,794,125,116,3,5,Carlton,93.4117647058823,8,12,11,3
846,108,78,1,810,123,122,14,5,Richmond,95.7446808510638,8,10,12,2
1057,115,75,0,735,157,110,5,6,Essendon,69.5364238410596,8,8,13,2
843,117,101,0,725,121,104,6,7,Fremantle,86.0023724792408,8,4,14,1
865,91,86,0,602,129,86,17,7,"West Coast",69.5953757225434,8,4,15,1
1055,143,95,0,623,152,88,11,7,Melbourne,59.0521327014218,8,4,16,1
