against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
2140,310,362,0,3002,305,440,10,5,Hawthorn,140.280373831776,25,72,20
2301,315,353,0,2663,331,385,16,8,Sydney,115.732290308561,24,64,16
2107,295,370,0,2866,302,416,3,8,Carlton,136.022781205505,25,60,17
2319,327,342,0,2274,332,322,19,10,Fitzroy,98.0595084087969,25,52,15
2036,266,312,0,2436,295,354,5,11,Essendon,119.646365422397,23,48,12
2070,288,305,0,2261,297,326,4,10,Collingwood,109.227053140097,22,48,12
2356,292,278,0,2324,344,341,12,10,"North Melbourne",98.641765704584,22,48,12
2010,294,289,0,1963,286,279,18,11,"Western Bulldogs",97.6616915422886,22,44,11
2599,307,285,0,2133,382,308,7,15,Geelong,82.0700269334359,22,28,7
2745,351,255,0,2151,399,316,14,15,Richmond,78.3606557377049,22,28,7
2673,315,287,0,2003,393,286,11,15,Melbourne,74.934530490086,22,28,7
2566,328,250,0,1846,373,266,15,20,"St Kilda",71.9407638347623,22,8,2
