against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1479,207,255,0,1983,212,288,10,3,Hawthorn,134.077079107505,17,56,1,14
1532,218,247,0,1963,219,286,16,3,Sydney,128.13315926893,17,56,2,14
1402,190,253,0,1957,202,284,3,6,Carlton,139.586305278174,17,44,3,11
1557,231,229,0,1729,221,250,4,7,Collingwood,111.046885035324,17,40,4,10
1608,198,228,0,1866,235,273,5,8,Essendon,116.044776119403,17,36,5,9
1447,223,214,0,1546,204,222,18,8,"Western Bulldogs",106.841741534209,17,36,6,9
1686,228,234,0,1584,243,225,19,8,Fitzroy,93.9501779359431,17,36,7,9
1861,217,212,0,1766,274,259,12,9,"North Melbourne",94.8952176249328,17,32,8,8
2061,267,194,0,1736,299,257,14,10,Richmond,84.2309558466764,17,28,9,7
1985,227,211,0,1603,293,232,7,12,Geelong,80.7556675062972,17,20,10,5
2097,237,217,0,1465,310,208,11,13,Melbourne,69.861707200763,17,16,11,4
1932,246,195,0,1449,281,209,15,15,"St Kilda",75,17,8,12,2
