against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
911,119,181,0,1243,132,177,13,3,"Port Adelaide",136.443468715697,18,56,15
1002,120,203,0,1253,147,175,2,3,"Brisbane Lions",125.049900199601,18,56,15
943,139,157,1,1189,134,172,14,5,Richmond,126.086956521739,18,50,12
959,131,153,0,1275,138,187,7,6,Geelong,132.950990615224,18,48,12
1012,142,132,0,1170,145,173,17,6,"West Coast",115.612648221344,18,48,12
1061,155,140,0,1226,151,181,15,7,"St Kilda",115.55136663525,18,40,11
1101,147,159,0,1167,159,168,18,8,"Western Bulldogs",105.994550408719,18,40,10
956,104,135,1,1041,142,151,4,7,Collingwood,108.891213389121,18,38,10
986,134,133,0,1063,142,155,11,8,Melbourne,107.809330628803,17,36,9
1053,147,137,0,1007,151,145,9,9,"Greater Western Sydney",95.6315289648623,17,32,8
1078,130,141,0,1017,158,146,3,10,Carlton,94.3413729128015,17,28,7
924,138,104,0,866,131,127,6,10,Fremantle,93.7229437229437,17,28,7
1185,153,122,1,938,172,136,5,10,Essendon,79.1561181434599,17,26,6
1099,139,144,1,996,160,142,8,11,"Gold Coast",90.6278434940855,17,22,5
1194,144,122,0,1004,175,147,10,12,Hawthorn,84.0871021775544,17,20,5
1077,159,122,0,890,153,128,16,12,Sydney,82.6369545032498,17,20,5
1205,185,114,0,858,170,124,12,14,"North Melbourne",71.2033195020747,17,12,3
1283,143,130,0,826,190,116,1,14,Adelaide,64.3803585346843,17,12,3
