against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
105,15,34,0,256,15,37,13,0,"Port Adelaide",243.809523809524,3,12,1,3
107,17,23,1,203,15,30,4,0,Collingwood,189.719626168224,3,10,2,2
151,31,21,0,201,20,30,8,1,"Gold Coast",133.112582781457,3,8,3,2
130,16,16,0,142,19,21,5,0,Essendon,109.230769230769,2,8,4,2
203,23,31,0,217,30,31,2,1,"Brisbane Lions",106.896551724138,3,8,5,2
185,35,28,0,196,25,28,12,1,"North Melbourne",105.945945945946,3,8,6,2
210,24,26,0,218,31,32,16,1,Sydney,103.809523809524,3,8,7,2
209,23,16,0,208,31,32,10,1,Hawthorn,99.5215311004785,3,8,8,2
188,20,24,1,180,28,26,14,1,Richmond,95.7446808510638,3,6,9,1
231,15,24,0,258,36,39,7,2,Geelong,111.688311688312,3,4,10,1
186,24,23,0,179,27,26,15,2,"St Kilda",96.2365591397849,3,4,11,1
210,24,24,0,198,31,29,9,2,"Greater Western Sydney",94.2857142857143,3,4,12,1
236,26,27,0,213,35,31,3,2,Carlton,90.2542372881356,3,4,13,1
131,17,15,0,105,19,15,11,1,Melbourne,80.1526717557252,2,4,14,1
215,29,24,0,168,31,24,17,2,"West Coast",78.1395348837209,3,4,15,1
207,21,20,0,140,31,20,18,2,"Western Bulldogs",67.6328502415459,3,4,16,1
214,28,23,0,167,31,24,6,3,Fremantle,78.0373831775701,3,0,17,0
266,26,15,0,135,40,20,1,3,Adelaide,50.7518796992481,3,0,18,0
