against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
957,129,185,0,1283,138,183,13,4,"Port Adelaide",134.064785788924,19,56,15
1084,136,209,0,1295,158,181,2,4,"Brisbane Lions",119.464944649446,19,56,15
1082,164,184,1,1396,153,202,14,5,Richmond,129.02033271719,21,50,15
1114,148,187,0,1507,161,220,7,7,Geelong,135.278276481149,21,48,14
1012,142,132,0,1170,145,173,17,6,"West Coast",115.612648221344,18,48,12
1141,163,153,0,1275,163,187,15,8,"St Kilda",111.744084136722,19,40,11
1101,147,159,0,1167,159,168,18,8,"Western Bulldogs",105.994550408719,18,40,10
1056,114,137,1,1073,157,156,4,8,Collingwood,101.609848484848,19,38,10
986,134,133,0,1063,142,155,11,8,Melbourne,107.809330628803,17,36,9
1053,147,137,0,1007,151,145,9,9,"Greater Western Sydney",95.6315289648623,17,32,8
1078,130,141,0,1017,158,146,3,10,Carlton,94.3413729128015,17,28,7
924,138,104,0,866,131,127,6,10,Fremantle,93.7229437229437,17,28,7
1185,153,122,1,938,172,136,5,10,Essendon,79.1561181434599,17,26,6
1099,139,144,1,996,160,142,8,11,"Gold Coast",90.6278434940855,17,22,5
1194,144,122,0,1004,175,147,10,12,Hawthorn,84.0871021775544,17,20,5
1077,159,122,0,890,153,128,16,12,Sydney,82.6369545032498,17,20,5
1205,185,114,0,858,170,124,12,14,"North Melbourne",71.2033195020747,17,12,3
1283,143,130,0,826,190,116,1,14,Adelaide,64.3803585346843,17,12,3
