against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
538,82,66,0,672,76,101,12,0,"North Melbourne",124.907063197026,6,24,1,6
380,62,82,0,664,53,97,7,1,Geelong,174.736842105263,6,20,2,5
448,64,81,0,645,64,94,16,1,Sydney,143.973214285714,6,20,3,5
344,44,74,0,536,50,77,18,2,"Western Bulldogs",155.813953488372,6,16,4,4
476,56,82,0,670,70,98,9,2,"Greater Western Sydney",140.756302521008,6,16,5,4
467,65,81,0,609,67,88,17,2,"West Coast",130.406852248394,6,16,6,4
564,84,76,0,688,80,102,1,2,Adelaide,121.985815602837,6,16,7,4
610,58,68,0,560,92,82,10,2,Hawthorn,91.8032786885246,6,16,8,4
592,82,47,0,605,85,93,11,3,Melbourne,102.195945945946,6,12,9,3
595,85,79,0,565,85,81,8,3,"Gold Coast",94.9579831932773,6,12,10,3
612,72,81,0,549,90,78,13,3,"Port Adelaide",89.7058823529412,6,12,11,3
625,61,55,0,553,94,83,15,4,"St Kilda",88.48,6,8,12,2
637,79,57,0,501,93,74,4,4,Collingwood,78.6499215070644,6,8,13,2
528,66,64,0,388,77,54,3,4,Carlton,73.4848484848485,6,8,14,2
646,76,62,0,482,95,70,14,5,Richmond,74.6130030959752,6,4,15,1
719,77,83,0,509,107,71,2,5,"Brisbane Lions",70.7927677329624,6,4,16,1
586,76,51,0,363,85,52,5,5,Essendon,61.9453924914676,6,4,17,1
622,82,82,0,430,90,58,6,6,Fremantle,69.1318327974276,6,0,18,0
