against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
760,100,122,0,1094,110,162,13,1,"Port Adelaide",143.947368421053,10,36,1,9
787,115,112,0,1162,112,175,10,3,Hawthorn,147.649301143583,10,28,2,7
697,109,125,0,971,98,141,16,3,Sydney,139.311334289813,10,28,3,7
763,115,137,0,905,108,128,4,3,Collingwood,118.610747051114,10,28,4,7
884,116,122,0,950,128,138,8,3,"Gold Coast",107.466063348416,10,28,5,7
862,112,129,0,873,125,124,7,3,Geelong,101.276102088167,10,28,6,7
711,123,115,0,865,98,125,6,4,Fremantle,121.659634317862,10,24,7,6
758,104,124,0,838,109,119,12,4,"North Melbourne",110.554089709763,10,24,8,6
868,100,132,0,918,128,131,1,5,Adelaide,105.760368663594,10,20,9,5
774,96,112,0,814,113,117,5,5,Essendon,105.167958656331,10,20,10,5
767,77,112,0,904,115,132,17,6,"West Coast",117.861799217731,10,16,11,4
964,142,116,0,842,137,121,3,6,Carlton,87.344398340249,10,16,12,4
881,119,115,0,853,127,123,14,7,Richmond,96.8217934165721,10,12,13,3
973,109,100,0,796,144,116,18,7,"Western Bulldogs",81.808838643371,10,12,14,3
818,146,86,0,644,112,93,11,7,Melbourne,78.7286063569682,10,12,15,3
1046,122,95,0,671,154,96,15,7,"St Kilda",64.1491395793499,10,12,16,3
1158,96,109,0,817,177,118,9,8,"Greater Western Sydney",70.552677029361,10,8,17,2
1094,146,84,0,648,158,94,2,8,"Brisbane Lions",59.2321755027422,10,8,18,2
