against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1509,201,220,0,2152,218,322,10,4,Hawthorn,142.611000662691,19,60,1,15
1297,217,244,0,1804,180,260,16,4,Sydney,139.090208172706,19,60,2,15
1536,228,243,0,1737,218,249,7,4,Geelong,113.0859375,19,60,3,15
1320,216,214,0,1708,184,249,6,6,Fremantle,129.393939393939,19,52,4,13
1489,199,249,0,1887,215,273,13,7,"Port Adelaide",126.729348556078,19,48,5,12
1483,205,245,0,1691,213,241,12,8,"North Melbourne",114.025623735671,19,44,6,11
1665,225,245,0,1871,240,271,1,9,Adelaide,112.372372372372,19,40,7,10
1466,194,221,0,1553,212,222,5,9,Essendon,105.93451568895,19,40,8,10
1565,215,229,0,1579,225,225,4,9,Collingwood,100.894568690096,19,40,9,10
1730,230,224,0,1682,250,243,8,9,"Gold Coast",97.2254335260116,19,40,10,10
1521,171,213,0,1701,225,248,17,10,"West Coast",111.834319526627,19,36,11,9
1578,210,208,0,1642,228,239,14,10,Richmond,104.055766793409,19,36,12,9
1795,235,212,0,1688,260,246,3,12,Carlton,94.0389972144847,19,28,13,7
1821,201,197,0,1547,270,225,18,12,"Western Bulldogs",84.9533223503569,19,28,14,7
1907,251,170,0,1280,276,185,2,13,"Brisbane Lions",67.1211326691138,19,24,15,6
1614,258,166,0,1156,226,165,11,15,Melbourne,71.6232961586121,19,16,16,4
2102,212,216,0,1500,315,214,9,15,"Greater Western Sydney",71.360608943863,19,16,17,4
2070,228,180,0,1290,307,185,15,15,"St Kilda",62.3188405797101,19,16,18,4
