against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1353,225,257,0,1931,188,279,16,4,Sydney,142.719881744272,20,64,1,16
1612,238,259,0,1819,229,260,7,4,Geelong,112.841191066998,20,64,2,16
1619,209,233,0,2243,235,335,10,5,Hawthorn,138.542310067943,20,60,3,15
1411,229,222,0,1818,197,266,6,6,Fremantle,128.84479092842,20,56,4,14
1536,204,263,0,1943,222,280,13,7,"Port Adelaide",126.497395833333,20,52,5,13
1544,218,254,0,1802,221,258,12,8,"North Melbourne",116.709844559585,20,48,6,12
1540,202,232,0,1630,223,233,5,9,Essendon,105.844155844156,20,44,7,11
1744,244,260,0,1940,250,280,1,10,Adelaide,111.238532110092,20,40,8,10
1647,225,227,0,1721,237,249,14,10,Richmond,104.493017607772,20,40,9,10
1688,230,237,0,1635,243,233,4,10,Collingwood,96.8601895734597,20,40,10,10
1786,244,229,0,1729,257,250,8,10,"Gold Coast",96.8085106382979,20,40,11,10
1598,182,221,0,1775,236,259,17,11,"West Coast",111.07634543179,20,36,12,9
1877,251,222,0,1764,271,257,3,13,Carlton,93.9797549280767,20,28,13,7
1932,210,210,0,1608,287,233,18,13,"Western Bulldogs",83.2298136645963,20,28,14,7
1963,259,185,0,1403,284,203,2,13,"Brisbane Lions",71.4722363728986,20,28,15,7
2136,228,224,0,1598,318,229,9,15,"Greater Western Sydney",74.812734082397,20,20,16,5
1712,266,182,0,1190,241,168,11,16,Melbourne,69.5093457943925,20,16,17,4
2197,241,188,0,1346,326,193,15,16,"St Kilda",61.2653618570778,20,16,18,4
