against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
748,94,114,0,894,109,130,10,1,Hawthorn,119.51871657754,7,24,1,6
693,81,108,0,900,102,132,5,2,Essendon,129.87012987013,7,20,2,5
667,85,91,0,865,97,129,3,2,Carlton,129.685157421289,7,20,3,5
679,97,100,0,790,97,115,4,2,Collingwood,116.347569955817,7,20,4,5
687,75,84,0,714,102,105,7,3,Geelong,103.930131004367,7,16,5,4
758,116,92,0,770,107,113,16,3,Sydney,101.583113456464,7,16,6,4
729,87,97,0,703,107,101,18,3,"Western Bulldogs",96.4334705075446,7,16,7,4
809,95,119,0,773,119,109,14,3,Richmond,95.5500618046972,7,16,8,4
889,103,96,0,636,131,90,12,5,"North Melbourne",71.541057367829,7,8,9,2
816,114,89,0,779,117,115,11,6,Melbourne,95.4656862745098,7,4,10,1
888,102,84,0,756,131,112,19,6,Fitzroy,85.1351351351351,7,4,11,1
894,114,89,0,677,130,98,15,6,"St Kilda",75.7270693512304,7,4,12,1
