against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1446,222,232,0,1912,204,280,5,3,Essendon,132.22683264177,17,56,1,14
1555,205,270,0,2076,225,301,10,4,Hawthorn,133.504823151125,17,52,2,13
1478,218,218,0,1826,210,268,3,6,Carlton,123.545331529093,17,44,3,11
1616,224,262,0,1750,232,248,4,7,Collingwood,108.292079207921,17,40,4,10
1653,231,217,0,1609,237,232,7,8,Geelong,97.3381730187538,17,36,5,9
1636,238,233,0,1817,233,264,11,9,Melbourne,111.063569682152,17,32,6,8
1869,237,264,0,1698,272,239,14,9,Richmond,90.8507223113965,17,32,7,8
1684,220,232,0,1516,244,214,18,9,"Western Bulldogs",90.0237529691211,17,32,8,8
1874,290,234,0,1680,264,241,16,9,Sydney,89.6478121664888,17,32,9,8
1853,233,214,0,1690,270,246,19,11,Fitzroy,91.2034538586077,17,24,10,6
1934,242,202,0,1492,282,215,15,13,"St Kilda",77.1458117890383,17,16,11,4
2057,245,227,0,1589,302,227,12,14,"North Melbourne",77.2484200291687,17,12,12,3
