against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
62,8,13,0,199,9,31,3,0,Carlton,320.967741935484,1,4,1,1
99,9,10,0,148,15,23,7,0,Geelong,149.49494949495,1,4,2,1
83,17,14,0,122,11,18,18,0,"Western Bulldogs",146.987951807229,1,4,3,1
89,11,22,0,124,13,17,10,0,Hawthorn,139.325842696629,1,4,4,1
97,13,20,0,134,14,19,5,0,Essendon,138.144329896907,1,4,5,1
107,17,12,0,120,15,18,4,0,Collingwood,112.14953271028,1,4,6,1
120,12,17,0,107,18,15,11,1,Melbourne,89.1666666666667,1,0,7,0
134,20,13,0,97,19,14,15,1,"St Kilda",72.3880597014925,1,0,8,0
124,22,11,0,89,17,13,16,1,Sydney,71.7741935483871,1,0,9,0
122,14,17,0,83,18,11,14,1,Richmond,68.0327868852459,1,0,10,0
148,10,9,0,99,23,15,19,1,Fitzroy,66.8918918918919,1,0,11,0
199,13,8,0,62,31,9,12,1,"North Melbourne",31.1557788944724,1,0,12,0
