against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1535,239,254,0,2048,216,299,5,3,Essendon,133.420195439739,18,60,1,15
1663,217,284,0,2216,241,322,10,4,Hawthorn,133.25315694528,18,56,2,14
1618,232,230,0,1934,231,284,3,7,Carlton,119.530284301607,18,44,3,11
1708,244,276,0,1878,244,267,4,7,Collingwood,109.953161592506,18,44,4,11
1789,253,234,0,1698,256,244,7,9,Geelong,94.9133594186696,18,36,5,9
1763,233,248,0,1628,255,230,18,9,"Western Bulldogs",92.3425978445831,18,36,6,9
1788,258,251,0,1937,255,281,11,10,Melbourne,108.333333333333,18,32,7,8
1997,251,284,0,1790,291,251,14,10,Richmond,89.6344516775163,18,32,8,8
1997,305,240,0,1788,282,258,16,10,Sydney,89.5343014521783,18,32,9,8
1973,251,234,0,1842,287,268,19,11,Fitzroy,93.3603649265079,18,28,10,7
2165,251,242,0,1712,319,245,12,14,"North Melbourne",79.0762124711316,18,16,11,4
2046,258,215,0,1571,298,226,15,14,"St Kilda",76.7839687194526,18,16,12,4
