against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1708,262,272,0,2288,241,336,5,3,Essendon,133.957845433255,20,68,1,17
1870,256,317,0,2441,269,354,10,5,Hawthorn,130.534759358289,20,60,2,15
1818,258,263,0,2135,260,312,3,8,Carlton,117.436743674367,20,48,3,12
1882,280,296,0,2042,267,291,4,8,Collingwood,108.501594048884,20,48,4,12
2012,272,260,0,1904,290,274,7,10,Geelong,94.6322067594433,20,40,5,10
1951,259,274,0,1828,282,259,18,10,"Western Bulldogs",93.6955407483342,20,40,6,10
2127,267,264,0,2076,310,302,19,11,Fitzroy,97.6022566995769,20,36,7,9
2143,277,311,0,1949,311,273,14,11,Richmond,90.9472701819879,20,36,8,9
2026,286,281,0,2111,290,305,11,12,Melbourne,104.195459032577,20,32,9,8
2284,346,267,0,1965,323,283,16,12,Sydney,86.0332749562172,20,32,10,8
2327,275,276,0,1932,342,276,12,15,"North Melbourne",83.0253545337344,20,20,11,5
2258,278,235,0,1735,330,250,15,15,"St Kilda",76.8379096545616,20,20,12,5
