against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
462,78,128,0,938,64,135,17,0,"West Coast",203.030303030303,8,32,1,8
796,94,124,0,1042,117,153,11,2,Melbourne,130.904522613065,8,24,2,6
754,100,120,0,936,109,136,5,2,Essendon,124.137931034483,8,24,3,6
768,114,114,1,948,109,139,15,2,"St Kilda",123.4375,8,22,4,5
810,102,114,0,996,118,147,10,3,Hawthorn,122.962962962963,8,20,5,5
836,116,160,0,970,120,135,7,3,Geelong,116.028708133971,8,20,6,5
1002,108,118,0,964,149,141,12,3,"North Melbourne",96.2075848303393,8,20,7,5
779,113,110,0,758,111,108,3,4,Carlton,97.3042362002567,8,16,8,4
906,138,97,0,781,128,114,18,4,"Western Bulldogs",86.2030905077263,8,16,9,4
810,102,127,1,799,118,112,4,4,Collingwood,98.641975308642,8,14,10,3
1061,125,139,0,1015,156,146,16,5,Sydney,95.6644674835061,8,12,11,3
882,126,91,0,757,126,111,1,5,Adelaide,85.827664399093,8,12,12,3
937,121,101,0,851,136,125,14,6,Richmond,90.8217716115261,8,8,13,2
1025,149,92,0,680,146,98,2,8,"Brisbane Lions",66.3414634146341,8,0,14,0
1160,146,97,0,553,169,76,19,8,Fitzroy,47.6724137931034,8,0,15,0
