against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1060,148,249,0,1923,152,279,17,1,"West Coast",181.415094339623,16,60,1,15
1609,199,253,0,2047,235,299,10,5,Hawthorn,127.2218769422,16,44,2,11
1496,206,273,0,1869,215,266,7,4,Geelong,124.933155080214,15,44,3,11
1536,228,206,1,1730,218,254,15,5,"St Kilda",112.630208333333,16,42,4,10
1830,192,226,0,1786,273,260,12,5,"North Melbourne",97.5956284153006,15,40,5,10
1322,206,210,0,1488,186,213,5,6,Essendon,112.556732223903,15,36,6,9
1594,202,226,0,1810,232,264,11,8,Melbourne,113.550815558344,16,32,7,8
1681,235,186,0,1434,241,208,1,8,Adelaide,85.3063652587745,16,32,8,8
1543,193,227,1,1649,225,237,4,8,Collingwood,106.869734283863,16,30,9,7
1293,189,178,0,1246,184,178,3,8,Carlton,96.3650425367363,15,28,10,7
1541,209,187,1,1285,222,183,18,8,"Western Bulldogs",83.3874107722258,15,26,11,6
1774,232,206,0,1538,257,222,14,11,Richmond,86.6967305524239,16,20,12,5
1914,240,222,1,1608,279,231,16,10,Sydney,84.012539184953,15,18,13,4
1886,254,168,0,1428,272,210,2,13,"Brisbane Lions",75.7158006362672,15,8,14,2
1871,251,167,0,1109,270,157,19,14,Fitzroy,59.273115980759,15,4,15,1
