against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
430,64,94,0,616,61,87,3,0,Carlton,143.255813953488,5,20,1,5
503,59,98,0,716,74,103,4,0,Collingwood,142.34592445328,5,20,2,5
547,79,83,0,581,78,83,14,1,Richmond,106.215722120658,5,16,3,4
581,95,80,0,674,81,99,19,2,Fitzroy,116.006884681583,5,12,4,3
536,80,67,0,589,76,87,10,2,Hawthorn,109.888059701493,5,12,5,3
587,83,108,0,600,84,82,15,3,"St Kilda",102.21465076661,5,8,6,2
539,83,88,0,538,76,75,12,3,"North Melbourne",99.8144712430427,5,8,7,2
644,74,90,0,576,95,81,16,3,Sydney,89.4409937888199,5,8,8,2
482,92,67,0,427,65,60,7,3,Geelong,88.5892116182573,5,8,9,2
513,69,71,0,479,74,68,5,4,Essendon,93.3723196881092,5,4,10,1
701,95,63,0,501,101,73,11,4,Melbourne,71.4693295292439,5,4,11,1
689,89,53,0,455,100,67,18,5,"Western Bulldogs",66.0377358490566,5,0,12,0
