against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
1841,257,358,0,2416,264,343,3,5,Carlton,131.233025529603,23,68,18
2201,341,344,0,2630,310,381,4,6,Collingwood,119.491140390731,24,68,18
1930,250,395,0,2417,280,337,5,7,Essendon,125.233160621762,23,64,16
1925,305,357,0,2409,270,342,7,7,Geelong,125.142857142857,24,64,17
2379,387,368,0,2654,332,381,19,9,Fitzroy,111.559478772594,24,56,15
2114,320,339,0,2313,299,329,10,9,Hawthorn,109.413434247871,22,52,13
2207,305,325,0,2323,317,333,14,9,Richmond,105.25600362483,22,52,13
2293,331,364,0,2386,327,337,12,12,"North Melbourne",104.055822067161,22,40,10
2522,302,323,0,2165,370,307,16,14,Sydney,85.8445678033307,22,32,8
2266,352,310,0,1930,319,270,15,17,"St Kilda",85.1721094439541,22,20,5
2680,358,246,0,1764,387,253,18,20,"Western Bulldogs",65.8208955223881,22,8,2
2873,437,216,0,1824,406,268,11,21,Melbourne,63.4876435781413,22,4,1
