against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1372,208,214,0,1774,194,260,4,2,Collingwood,129.30029154519,15,52,1,13
1246,166,257,0,1625,180,228,3,3,Carlton,130.417335473515,15,48,2,12
1201,187,213,0,1497,169,214,7,5,Geelong,124.646128226478,15,40,3,10
1475,233,229,0,1735,207,251,10,5,Hawthorn,117.627118644068,15,40,4,10
1335,171,252,0,1560,194,218,5,5,Essendon,116.85393258427,15,40,5,10
1614,222,227,0,1661,232,239,14,6,Richmond,102.912019826518,15,36,6,9
1621,247,237,0,1725,229,248,19,7,Fitzroy,106.415792720543,15,32,7,8
1623,243,254,0,1664,230,235,12,9,"North Melbourne",102.526186075169,15,24,8,6
1723,211,228,0,1488,252,210,16,10,Sydney,86.3609982588508,15,20,9,5
1617,237,239,0,1385,230,191,15,11,"St Kilda",85.6524427952999,15,16,10,4
1826,242,166,0,1246,264,180,18,13,"Western Bulldogs",68.236582694414,15,8,11,2
1963,301,152,0,1256,277,184,11,14,Melbourne,63.9836984207845,15,4,12,1
