abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
,,0,Hawthorn,10,0,"2025-03-20 19:30:00",,,0,Carlton,3,37103,0,0,"2025-03-20 19:30:00",2,"Round 2",,+11:00,1742459400,"2024-11-14 17:08:29",M.C.G.,,,2025
,,0,Collingwood,4,0,"2025-03-21 19:40:00",,,0,"Western Bulldogs",18,37104,0,0,"2025-03-21 19:40:00",2,"Round 2",,+11:00,1742546400,"2024-11-14 17:08:29",M.C.G.,,,2025
,,0,Adelaide,1,0,"2025-03-22 13:20:00",,,0,Essendon,5,37105,0,0,"2025-03-22 13:20:00",2,"Round 2",,+11:00,1742610000,"2024-11-14 17:08:30",M.C.G.,,,2025
,,0,Richmond,14,0,"2025-03-22 16:15:00",,,0,"Port Adelaide",13,37106,0,0,"2025-03-22 15:45:00",2,"Round 2",,+11:00,1742620500,"2024-11-14 17:08:30","Adelaide Oval",,,2025
,,0,Geelong,7,0,"2025-03-22 19:35:00",,,0,"St Kilda",15,37107,0,0,"2025-03-22 19:35:00",2,"Round 2",,+11:00,1742632500,"2024-11-14 17:08:30",Docklands,,,2025
,,0,"West Coast",17,0,"2025-03-23 13:10:00",,,0,"Brisbane Lions",2,37108,0,0,"2025-03-23 12:10:00",2,"Round 2",,+11:00,1742695800,"2024-11-14 17:08:30",Gabba,,,2025
,,0,Melbourne,11,0,"2025-03-23 15:20:00",,,0,"North Melbourne",12,37109,0,0,"2025-03-23 15:20:00",2,"Round 2",,+11:00,1742703600,"2024-11-14 17:08:30",Docklands,,,2025
,,0,Sydney,16,0,"2025-03-23 18:10:00",,,0,Fremantle,6,37110,0,0,"2025-03-23 15:10:00",2,"Round 2",,+11:00,1742713800,"2024-11-14 17:08:30","Perth Stadium",,,2025
