against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
2007,297,323,0,2429,285,351,15,7,"St Kilda",121.026407573493,23,60,16
1870,250,288,0,2172,270,314,7,8,Geelong,116.149732620321,23,60,15
2146,274,281,0,2219,312,323,18,8,"Western Bulldogs",103.401677539609,23,56,15
1835,239,288,0,2250,266,327,1,9,Adelaide,122.615803814714,23,52,14
1869,273,223,0,2035,266,302,17,10,"West Coast",108.881754949171,23,52,13
1920,264,305,0,2177,276,312,16,11,Sydney,113.385416666667,23,48,12
1896,252,300,0,2130,274,305,12,10,"North Melbourne",112.341772151899,23,48,13
2108,266,305,1,2165,307,310,2,12,"Brisbane Lions",102.703984819734,23,42,10
2017,247,268,1,1852,295,264,13,11,"Port Adelaide",91.8195339613287,22,42,10
1919,305,260,0,2138,269,313,4,12,Collingwood,111.412193850964,22,40,10
2045,275,286,0,1978,295,282,3,12,Carlton,96.7237163814181,22,40,10
1902,228,248,0,1748,279,250,6,12,Fremantle,91.9032597266036,22,40,10
2253,261,251,0,1883,332,272,14,12,Richmond,83.5774522858411,22,40,10
2170,310,234,0,2004,310,295,5,13,Essendon,92.3502304147465,22,36,9
2144,284,235,0,1873,310,273,10,14,Hawthorn,87.3600746268657,22,32,8
2429,305,235,0,1477,354,207,11,18,Melbourne,60.806916426513,22,16,4
