against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
970,154,158,0,1244,136,181,18,2,"Western Bulldogs",128.247422680412,11,36,1,9
1093,145,185,0,1673,158,248,7,3,Geelong,153.064958828911,11,32,2,8
1054,124,182,0,1268,155,181,15,4,"St Kilda",120.303605313093,11,28,3,7
1003,145,149,0,1139,143,165,4,4,Collingwood,113.559322033898,11,28,4,7
1027,163,130,0,1090,144,160,3,4,Carlton,106.134371957157,11,28,5,7
899,107,165,1,1053,132,148,17,3,"West Coast",117.130144605117,10,26,6,6
1109,125,171,0,1293,164,187,10,5,Hawthorn,116.591523895401,11,24,7,6
1065,153,143,0,1067,152,154,19,4,Fitzroy,100.18779342723,10,24,8,6
1289,155,162,0,1194,189,172,5,6,Essendon,92.6299456943367,11,20,9,5
1275,153,152,0,1112,187,160,1,6,Adelaide,87.2156862745098,11,20,10,5
1127,161,153,1,975,161,137,16,6,Sydney,86.5128660159716,10,14,11,3
1200,174,147,0,1083,171,156,12,8,"North Melbourne",90.25,11,12,12,3
1401,183,137,0,1109,203,162,14,8,Richmond,79.157744468237,11,12,13,3
1230,156,125,1,989,179,144,11,8,Melbourne,80.4065040650407,11,10,14,2
1375,169,108,1,828,201,120,2,8,"Brisbane Lions",60.2181818181818,11,10,15,2
