against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
185,29,30,0,270,26,40,4,0,Collingwood,145.945945945946,2,8,1,2
157,25,27,0,207,22,30,3,0,Carlton,131.847133757962,2,8,2,2
254,50,39,0,291,34,42,18,1,"Western Bulldogs",114.566929133858,3,8,3,2
311,41,49,0,331,45,47,10,1,Hawthorn,106.430868167203,3,8,4,2
326,32,52,0,424,49,62,7,2,Geelong,130.061349693252,3,4,5,1
166,28,32,0,206,23,29,12,1,"North Melbourne",124.096385542169,2,4,6,1
178,22,28,0,208,26,30,17,1,"West Coast",116.85393258427,2,4,7,1
180,24,28,0,208,26,30,19,1,Fitzroy,115.555555555556,2,4,8,1
209,29,28,0,208,30,30,11,1,Melbourne,99.5215311004785,2,4,9,1
211,25,33,0,195,31,27,16,1,Sydney,92.4170616113744,2,4,10,1
209,29,29,0,191,30,27,1,1,Adelaide,91.3875598086124,2,4,11,1
347,53,30,0,300,49,45,5,2,Essendon,86.4553314121037,3,4,12,1
332,38,50,0,284,49,39,15,2,"St Kilda",85.5421686746988,3,4,13,1
304,40,34,0,238,44,34,2,2,"Brisbane Lions",78.2894736842105,3,4,14,1
329,41,17,0,137,48,20,14,2,Richmond,41.6413373860182,2,0,15,0
