against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
2210,290,355,0,3229,320,479,7,6,Geelong,146.108597285068,23,64,17
2008,304,293,0,2495,284,367,18,7,"Western Bulldogs",124.252988047809,23,64,16
2002,298,328,0,2278,284,325,4,7,Collingwood,113.786213786214,23,64,16
1839,243,332,1,2306,266,329,17,6,"West Coast",125.394235997825,23,62,16
2198,266,356,0,2666,322,385,10,9,Hawthorn,121.292083712466,23,56,14
2092,286,346,0,2506,301,360,15,8,"St Kilda",119.789674952199,23,56,15
2103,291,298,0,2362,302,344,3,8,Carlton,112.315739419876,22,56,14
2414,332,297,0,2241,347,324,5,10,Essendon,92.8334714167357,22,48,12
2286,264,301,0,2317,337,336,1,11,Adelaide,101.356080489939,22,44,11
2398,334,294,0,2166,344,312,19,13,Fitzroy,90.325271059216,22,36,9
2386,298,247,1,2083,348,306,11,14,Melbourne,87.300922045264,22,30,7
2535,321,289,0,2269,369,330,12,15,"North Melbourne",89.5069033530572,22,28,7
2938,358,282,0,2160,430,313,14,17,Richmond,73.5194009530293,22,20,5
2742,324,222,1,1770,403,258,2,17,"Brisbane Lions",64.5514223194748,22,18,4
2694,330,299,1,1997,394,283,16,18,Sydney,74.1276911655531,22,14,3
