against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
2541,333,396,0,3558,368,527,7,8,Geelong,140.023612750885,26,64,18
2247,327,311,0,2699,320,398,18,8,"Western Bulldogs",120.115709835336,25,64,17
2002,298,328,0,2278,284,325,4,7,Collingwood,113.786213786214,23,64,16
2019,267,362,1,2552,292,365,17,6,"West Coast",126.399207528479,25,62,18
2198,266,356,0,2666,322,385,10,9,Hawthorn,121.292083712466,23,56,14
2211,291,352,0,2596,320,374,15,9,"St Kilda",117.412935323383,24,56,15
2103,291,298,0,2362,302,344,3,8,Carlton,112.315739419876,22,56,14
2414,332,297,0,2241,347,324,5,10,Essendon,92.8334714167357,22,48,12
2286,264,301,0,2317,337,336,1,11,Adelaide,101.356080489939,22,44,11
2398,334,294,0,2166,344,312,19,13,Fitzroy,90.325271059216,22,36,9
2386,298,247,1,2083,348,306,11,14,Melbourne,87.300922045264,22,30,7
2535,321,289,0,2269,369,330,12,15,"North Melbourne",89.5069033530572,22,28,7
2938,358,282,0,2160,430,313,14,17,Richmond,73.5194009530293,22,20,5
2742,324,222,1,1770,403,258,2,17,"Brisbane Lions",64.5514223194748,22,18,4
2694,330,299,1,1997,394,283,16,18,Sydney,74.1276911655531,22,14,3
