against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1740,234,282,0,2598,251,386,7,5,Geelong,149.310344827586,18,52,1,13
1498,244,236,0,1994,209,293,18,5,"Western Bulldogs",133.110814419226,18,52,2,13
1460,218,251,0,1745,207,249,4,4,Collingwood,119.520547945205,17,52,3,13
1667,215,273,0,2091,242,303,15,6,"St Kilda",125.434913017397,18,48,4,12
1397,167,251,1,1667,205,236,17,5,"West Coast",119.32712956335,17,46,5,11
1610,230,220,0,1792,230,262,3,6,Carlton,111.304347826087,17,44,6,11
1763,209,264,0,1962,259,283,10,8,Hawthorn,111.287577992059,18,40,7,10
1923,267,248,0,1856,276,268,5,8,Essendon,96.5158606344254,18,40,8,10
1842,246,221,0,1709,266,248,19,9,Fitzroy,92.7795874049946,17,32,9,8
1914,204,218,0,1700,285,247,1,10,Adelaide,88.8192267502612,17,28,10,7
1865,233,188,1,1568,272,230,11,11,Melbourne,84.0750670241287,17,22,11,5
1970,254,224,0,1760,286,256,12,12,"North Melbourne",89.3401015228426,17,20,12,5
2273,275,220,0,1714,333,249,14,13,Richmond,75.4069511658601,17,16,13,4
2051,251,232,1,1534,300,217,16,13,Sydney,74.7927840078011,17,14,14,3
2094,258,177,1,1377,306,200,2,13,"Brisbane Lions",65.7593123209169,17,14,15,3
