against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1603,253,244,0,2146,225,317,18,5,"Western Bulldogs",133.873986275733,19,56,1,14
1740,234,282,0,2598,251,386,7,5,Geelong,149.310344827586,18,52,2,13
1751,239,291,0,2193,252,317,15,6,"St Kilda",125.242718446602,19,52,3,13
1569,231,267,0,1845,223,263,4,5,Collingwood,117.590822179732,18,52,4,13
1452,174,263,1,1853,213,265,17,5,"West Coast",127.617079889807,18,50,5,12
1740,240,233,0,1931,250,283,3,6,Carlton,110.977011494253,18,48,6,12
1819,217,288,0,2178,267,315,10,8,Hawthorn,119.736118746564,19,44,7,11
2139,291,256,0,1912,308,276,5,9,Essendon,89.3875642823749,19,40,8,10
1967,215,237,0,1863,292,271,1,10,Adelaide,94.7127605490595,18,32,9,8
1944,264,245,0,1793,280,258,19,10,Fitzroy,92.2325102880658,18,32,10,8
1965,249,201,1,1677,286,246,11,11,Melbourne,85.3435114503817,18,26,11,6
2122,262,233,0,1865,310,272,12,13,"North Melbourne",87.8887841658812,18,20,12,5
2436,294,231,0,1767,357,256,14,14,Richmond,72.5369458128079,18,16,13,4
2190,264,242,1,1664,321,237,16,14,Sydney,75.9817351598173,18,14,14,3
2280,270,184,1,1432,335,208,2,14,"Brisbane Lions",62.8070175438597,18,14,15,3
