against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
672,84,123,0,1179,98,176,7,2,Geelong,175.446428571429,7,20,1,5
679,109,102,0,798,95,116,18,2,"Western Bulldogs",117.525773195876,7,20,2,5
704,92,104,0,824,102,120,4,2,Collingwood,117.045454545455,7,20,3,5
789,93,129,0,897,116,128,15,3,"St Kilda",113.688212927757,8,20,4,5
674,98,79,0,703,96,104,3,2,Carlton,104.302670623145,7,20,5,5
764,80,118,0,850,114,122,10,3,Hawthorn,111.256544502618,7,16,6,4
764,116,96,0,786,108,115,19,3,Fitzroy,102.879581151832,7,16,7,4
673,73,107,1,719,100,102,17,3,"West Coast",106.835066864785,7,14,8,3
731,101,109,1,715,105,101,16,3,Sydney,97.8112175102599,7,14,9,3
703,103,110,0,740,100,105,12,4,"North Melbourne",105.263157894737,7,12,10,3
840,108,82,0,760,122,113,5,4,Essendon,90.4761904761905,7,12,11,3
879,99,101,0,725,130,104,1,4,Adelaide,82.4800910125142,7,12,12,3
804,114,89,1,659,115,95,11,5,Melbourne,81.9651741293532,7,6,13,1
904,112,72,1,540,132,78,2,5,"Brisbane Lions",59.7345132743363,7,6,14,1
979,121,82,0,664,143,97,14,6,Richmond,67.8243105209397,7,4,15,1
