against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
163,37,24,0,222,21,33,18,0,"Western Bulldogs",136.196319018405,2,8,1,2
157,25,27,0,207,22,30,3,0,Carlton,131.847133757962,2,8,2,2
65,11,17,0,131,9,19,12,0,"North Melbourne",201.538461538462,1,4,3,1
88,10,16,0,154,13,23,4,0,Collingwood,175,1,4,4,1
98,8,18,0,150,15,22,19,0,Fitzroy,153.061224489796,1,4,5,1
105,15,11,0,113,15,17,11,0,Melbourne,107.619047619048,1,4,6,1
95,11,14,0,98,14,14,16,0,Sydney,103.157894736842,1,4,7,1
236,26,32,0,230,35,33,10,1,Hawthorn,97.4576271186441,2,4,8,1
219,21,42,0,204,33,27,15,1,"St Kilda",93.1506849315068,2,4,9,1
98,14,11,0,95,14,14,17,1,"West Coast",96.9387755102041,1,0,10,0
254,26,28,0,226,38,33,7,2,Geelong,88.9763779527559,2,0,11,0
114,12,15,0,87,17,12,1,1,Adelaide,76.3157894736842,1,0,12,0
278,38,17,0,209,40,32,5,2,Essendon,75.1798561151079,2,0,13,0
246,30,18,0,156,36,23,2,2,"Brisbane Lions",63.4146341463415,2,0,14,0
131,17,11,0,65,19,9,14,1,Richmond,49.618320610687,1,0,15,0
