against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
2099,281,339,0,3057,303,453,7,6,Geelong,145.64078132444,22,64,1,16
1836,288,284,0,2384,258,350,18,6,"Western Bulldogs",129.847494553377,22,64,2,16
1911,285,317,0,2195,271,313,4,6,Collingwood,114.861329147043,22,64,3,16
1752,228,316,1,2206,254,315,17,6,"West Coast",125.913242009132,22,62,4,15
2098,250,341,0,2579,308,373,10,8,Hawthorn,122.926596758818,22,56,5,14
2009,275,333,0,2415,289,347,15,8,"St Kilda",120.209059233449,22,56,6,14
2103,291,298,0,2362,302,344,3,8,Carlton,112.315739419876,22,56,7,14
2414,332,297,0,2241,347,324,5,10,Essendon,92.8334714167357,22,48,8,12
2286,264,301,0,2317,337,336,1,11,Adelaide,101.356080489939,22,44,9,11
2398,334,294,0,2166,344,312,19,13,Fitzroy,90.325271059216,22,36,10,9
2386,298,247,1,2083,348,306,11,14,Melbourne,87.300922045264,22,30,11,7
2535,321,289,0,2269,369,330,12,15,"North Melbourne",89.5069033530572,22,28,12,7
2938,358,282,0,2160,430,313,14,17,Richmond,73.5194009530293,22,20,13,5
2742,324,222,1,1770,403,258,2,17,"Brisbane Lions",64.5514223194748,22,18,14,4
2694,330,299,1,1997,394,283,16,18,Sydney,74.1276911655531,22,14,15,3
