against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
581,83,116,0,896,83,130,12,2,"North Melbourne",154.21686746988,8,24,1,6
709,115,136,0,850,99,119,14,2,Richmond,119.887165021157,8,24,2,6
723,93,112,0,760,105,108,4,2,Collingwood,105.117565698479,8,24,3,6
612,102,102,1,732,85,105,18,2,"Western Bulldogs",119.607843137255,8,22,4,5
588,120,129,0,711,78,97,10,3,Hawthorn,120.918367346939,8,20,5,5
691,121,98,0,650,95,92,15,4,"St Kilda",94.0665701881331,8,16,6,4
746,116,88,0,694,105,101,7,4,Geelong,93.029490616622,8,16,7,4
810,132,92,1,674,113,97,19,4,Fitzroy,83.2098765432099,8,14,8,3
779,119,133,0,769,110,106,5,5,Essendon,98.7163029525032,8,12,9,3
726,96,118,1,652,105,89,3,5,Carlton,89.8071625344353,8,10,10,2
842,110,105,1,627,122,87,16,5,Sydney,74.4655581947743,8,10,11,2
812,122,100,0,604,115,84,11,8,Melbourne,74.384236453202,8,0,12,0
