against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1892,314,354,0,2478,263,354,14,4,Richmond,130.972515856237,21,68,1,17
1651,247,282,0,2292,234,335,12,6,"North Melbourne",138.824954572986,21,60,2,15
1623,273,327,0,2091,225,294,10,6,Hawthorn,128.835489833641,21,60,3,15
1937,269,286,0,2038,278,292,4,6,Collingwood,105.21424883841,21,60,4,15
1666,286,276,1,1812,230,256,18,8,"Western Bulldogs",108.763505402161,21,50,5,12
1888,274,233,0,1745,269,252,7,11,Geelong,92.4258474576271,21,40,6,10
1840,250,292,1,1930,265,273,3,11,Carlton,104.891304347826,21,38,7,9
2059,283,299,0,1973,296,279,5,12,Essendon,95.8232151529869,21,36,8,9
2234,302,293,1,1847,322,259,16,12,Sydney,82.6768128916741,21,34,9,8
1895,299,273,0,1689,266,236,15,14,"St Kilda",89.1292875989446,21,28,10,7
2368,328,259,1,1669,340,235,19,16,Fitzroy,70.4814189189189,21,18,11,4
2248,322,273,0,1737,321,244,11,18,Melbourne,77.2686832740214,21,12,12,3
