against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
735,111,123,0,1023,104,150,3,1,Carlton,139.183673469388,8,28,1,7
809,125,135,0,951,114,136,12,1,"North Melbourne",117.552533992583,8,28,2,7
724,136,126,0,966,98,140,4,3,Collingwood,133.425414364641,8,20,3,5
879,129,150,0,1014,125,144,19,3,Fitzroy,115.358361774744,8,20,4,5
850,130,128,1,914,120,131,5,3,Essendon,107.529411764706,8,18,5,4
867,123,144,0,996,124,142,10,4,Hawthorn,114.878892733564,8,16,6,4
945,129,133,0,895,136,127,14,5,Richmond,94.7089947089947,8,12,7,3
799,91,111,0,711,118,100,7,5,Geelong,88.9862327909887,8,12,8,3
1015,127,109,0,871,148,127,16,5,Sydney,85.8128078817734,8,12,9,3
958,136,106,1,814,137,118,18,5,"Western Bulldogs",84.9686847599165,8,10,10,2
995,137,137,0,809,143,112,11,6,Melbourne,81.3065326633166,8,8,11,2
1086,132,104,0,698,159,99,15,6,"St Kilda",64.2725598526704,8,8,12,2
