against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1527,219,277,0,2137,218,310,3,2,Carlton,139.947609692207,17,60,1,15
1718,254,270,0,1908,244,273,12,4,"North Melbourne",111.059371362049,17,52,2,13
1701,249,300,0,2196,242,316,19,5,Fitzroy,129.100529100529,17,48,3,12
1484,284,258,0,1974,200,286,4,6,Collingwood,133.018867924528,17,44,4,11
1665,255,247,1,1807,235,260,5,6,Essendon,108.528528528529,17,42,5,10
1683,213,236,0,1670,245,239,7,8,Geelong,99.2275698158051,17,36,6,9
1848,246,276,0,1896,267,270,10,10,Hawthorn,102.597402597403,17,28,7,7
2023,265,272,0,1934,293,277,14,10,Richmond,95.6005931784479,17,28,8,7
1883,275,213,1,1593,268,230,18,10,"Western Bulldogs",84.599044078598,17,26,9,6
2144,272,235,0,1843,312,268,16,13,Sydney,85.9608208955224,17,16,10,4
2192,284,251,0,1577,318,221,11,13,Melbourne,71.9434306569343,17,16,11,4
2139,255,236,0,1472,314,206,15,14,"St Kilda",68.8172043010753,17,12,12,3
