against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
678,90,105,0,927,98,137,17,1,"West Coast",136.725663716814,9,32,1,8
680,74,125,0,905,101,130,14,2,Richmond,133.088235294118,9,28,2,7
740,98,118,0,940,107,137,11,3,Melbourne,127.027027027027,9,24,3,6
670,106,96,0,840,94,124,1,3,Adelaide,125.373134328358,9,24,4,6
691,103,90,0,792,98,117,16,3,Sydney,114.616497829233,9,24,5,6
716,74,102,0,774,107,112,13,3,"Port Adelaide",108.100558659218,9,24,6,6
640,100,95,0,755,90,110,12,4,"North Melbourne",117.96875,9,20,7,5
660,114,99,0,759,91,110,7,4,Geelong,115,9,20,8,5
761,95,90,0,816,111,121,10,4,Hawthorn,107.227332457293,9,20,9,5
747,87,93,0,789,110,116,4,4,Collingwood,105.622489959839,9,20,10,5
691,91,121,1,709,100,98,9,4,"Greater Western Sydney",102.60492040521,9,18,11,4
773,101,94,0,676,112,97,6,5,Fremantle,87.4514877102199,9,16,12,4
818,98,118,0,652,120,89,18,5,"Western Bulldogs",79.7066014669927,9,16,13,4
821,113,101,0,731,118,105,5,6,Essendon,89.0377588306943,9,12,14,3
831,129,84,0,612,117,88,8,6,"Gold Coast",73.6462093862816,9,12,15,3
841,115,112,1,586,121,79,15,7,"St Kilda",69.678953626635,9,6,16,1
868,106,85,0,715,127,105,2,8,"Brisbane Lions",82.3732718894009,9,4,17,1
959,113,79,0,607,141,88,3,8,Carlton,63.2950990615224,9,4,18,1
