against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1139,131,212,0,1538,168,221,14,4,Richmond,135.030728709394,16,48,1,12
1208,164,176,0,1478,174,217,17,4,"West Coast",122.350993377483,16,48,2,12
1253,143,177,0,1473,185,216,4,5,Collingwood,117.55786113328,16,44,3,11
1175,191,148,0,1378,164,205,16,5,Sydney,117.276595744681,16,44,4,11
1156,142,176,0,1340,169,194,13,5,"Port Adelaide",115.916955017301,16,44,5,11
1290,162,198,0,1680,188,247,11,6,Melbourne,130.232558139535,16,40,6,10
1222,160,218,1,1358,177,190,9,6,"Greater Western Sydney",111.129296235679,16,38,7,9
1157,191,195,0,1383,161,198,7,7,Geelong,119.533275713051,16,36,8,9
1243,175,171,0,1419,178,208,12,7,"North Melbourne",114.159292035398,16,36,9,9
1224,162,165,0,1395,177,205,10,7,Hawthorn,113.970588235294,16,36,10,9
1350,186,180,0,1332,194,192,1,8,Adelaide,98.6666666666667,16,32,11,8
1346,200,175,0,1315,191,190,5,8,Essendon,97.6968796433878,16,32,12,8
1382,194,160,0,1156,198,166,6,9,Fremantle,83.6468885672938,16,28,13,7
1559,167,173,0,1139,232,161,18,11,"Western Bulldogs",73.059653624118,16,20,14,5
1506,192,187,1,1171,219,164,15,11,"St Kilda",77.7556440903054,16,18,15,4
1453,187,168,0,1332,211,194,2,12,"Brisbane Lions",91.6724019270475,16,16,16,4
1551,237,160,0,964,219,134,8,13,"Gold Coast",62.1534493874919,16,12,17,3
1631,203,148,0,994,238,141,3,15,Carlton,60.9442060085837,16,4,18,1
