against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
223,25,37,0,301,33,44,13,0,"Port Adelaide",134.977578475336,3,12,1,3
233,23,33,0,315,35,47,9,1,"Greater Western Sydney",135.19313304721,3,8,2,2
236,38,39,0,309,33,45,1,1,Adelaide,130.932203389831,3,8,3,2
257,35,47,0,317,37,45,11,1,Melbourne,123.346303501946,3,8,4,2
265,37,32,0,302,38,45,17,1,"West Coast",113.962264150943,3,8,5,2
202,40,32,0,224,27,32,8,1,"Gold Coast",110.891089108911,3,8,6,2
267,33,25,0,289,39,44,16,1,Sydney,108.239700374532,3,8,7,2
286,34,38,0,308,42,45,10,1,Hawthorn,107.692307692308,3,8,8,2
302,26,41,0,305,46,44,14,1,Richmond,100.993377483444,3,8,9,2
268,28,34,0,262,40,38,6,1,Fremantle,97.7611940298507,3,8,10,2
221,41,34,0,220,30,31,12,2,"North Melbourne",99.5475113122172,3,4,11,1
307,43,36,0,294,44,43,7,2,Geelong,95.7654723127036,3,4,12,1
297,45,32,0,272,42,40,5,2,Essendon,91.5824915824916,3,4,13,1
272,26,24,0,246,41,37,4,2,Collingwood,90.4411764705882,3,4,14,1
281,41,37,0,205,40,28,15,2,"St Kilda",72.9537366548043,3,4,15,1
337,37,45,0,225,50,30,18,2,"Western Bulldogs",66.7655786350148,3,4,16,1
304,40,32,0,248,44,36,2,3,"Brisbane Lions",81.5789473684211,3,0,17,0
322,34,28,0,238,48,35,3,3,Carlton,73.9130434782609,3,0,18,0
