against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
738,96,114,0,1002,107,148,17,1,"West Coast",135.772357723577,10,36,1,9
757,79,140,0,1010,113,145,14,2,Richmond,133.421400264201,10,32,2,8
795,105,126,0,1086,115,160,11,3,Melbourne,136.603773584906,10,28,3,7
740,116,97,0,859,104,127,16,3,Sydney,116.081081081081,10,28,4,7
698,110,109,0,841,98,122,12,4,"North Melbourne",120.487106017192,10,24,5,6
705,129,106,0,832,96,121,7,4,Geelong,118.014184397163,10,24,6,6
816,114,103,0,895,117,132,1,4,Adelaide,109.68137254902,10,24,7,6
802,94,105,0,879,118,129,4,4,Collingwood,109.600997506234,10,24,8,6
716,74,102,0,774,107,112,13,3,"Port Adelaide",108.100558659218,9,24,9,6
836,104,96,0,876,122,130,10,5,Hawthorn,104.784688995215,10,20,10,5
786,102,133,1,769,114,106,9,5,"Greater Western Sydney",97.8371501272265,10,18,11,4
881,125,112,0,826,126,119,5,6,Essendon,93.7570942111237,10,16,12,4
859,115,104,0,734,124,105,6,6,Fremantle,85.4481955762515,10,16,13,4
908,110,125,0,707,133,97,18,6,"Western Bulldogs",77.863436123348,10,16,14,4
831,129,84,0,612,117,88,8,6,"Gold Coast",73.6462093862816,9,12,15,3
946,130,117,1,663,136,91,15,8,"St Kilda",70.0845665961945,10,6,16,1
935,113,98,0,764,137,111,2,9,"Brisbane Lions",81.7112299465241,10,4,17,1
1032,120,94,0,652,152,93,3,9,Carlton,63.1782945736434,10,4,18,1
