against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
751,127,110,0,1088,104,163,7,1,Geelong,144.873501997337,11,40,1,10
777,99,132,0,1080,113,158,9,3,"Greater Western Sydney",138.996138996139,11,32,2,8
809,107,130,0,1006,117,146,4,3,Collingwood,124.351050679852,11,32,3,8
826,136,95,0,899,115,134,17,3,"West Coast",108.837772397094,11,32,4,8
936,120,142,0,982,136,140,2,4,"Brisbane Lions",104.91452991453,11,28,5,7
893,107,119,0,905,131,131,14,4,Richmond,101.343784994401,11,28,6,7
860,104,132,0,954,126,137,13,5,"Port Adelaide",110.93023255814,11,24,7,6
801,135,125,0,887,111,127,1,5,Adelaide,110.736579275905,11,24,8,6
775,127,119,0,845,108,121,6,5,Fremantle,109.032258064516,11,24,9,6
818,128,122,0,842,115,120,5,6,Essendon,102.933985330073,11,20,10,5
853,127,113,0,863,121,125,10,6,Hawthorn,101.172332942556,11,20,11,5
949,97,122,0,812,142,115,15,6,"St Kilda",85.563751317176,11,20,12,5
993,129,118,0,904,144,131,12,7,"North Melbourne",91.0372608257805,11,16,13,4
1001,107,138,0,888,149,125,18,7,"Western Bulldogs",88.7112887112887,11,16,14,4
965,143,113,0,815,137,117,16,8,Sydney,84.4559585492228,11,12,15,3
1004,98,115,0,781,151,111,11,8,Melbourne,77.7888446215139,11,12,16,3
945,129,108,0,660,136,92,8,8,"Gold Coast",69.8412698412698,11,12,17,3
993,135,102,0,738,143,106,3,10,Carlton,74.3202416918429,11,4,18,1
