against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1217,197,187,0,1651,170,244,7,4,Geelong,135.661462612983,18,56,1,14
1343,221,172,0,1564,187,232,17,5,"West Coast",116.455696202532,18,52,2,13
1405,193,228,0,1632,202,234,2,5,"Brisbane Lions",116.156583629893,18,52,3,13
1422,174,200,0,1556,208,226,14,6,Richmond,109.423347398031,18,48,4,12
1322,170,194,0,1622,192,238,9,7,"Greater Western Sydney",122.692889561271,18,44,5,11
1384,190,191,0,1505,199,219,4,7,Collingwood,108.742774566474,18,44,6,11
1390,214,184,0,1450,196,211,5,7,Essendon,104.31654676259,18,44,7,11
1366,202,203,0,1469,194,211,1,9,Adelaide,107.540263543192,18,36,8,9
1527,183,217,0,1477,224,210,18,9,"Western Bulldogs",96.7256057629339,18,36,9,9
1380,174,209,0,1409,201,200,13,10,"Port Adelaide",102.101449275362,18,32,10,8
1372,196,206,0,1370,196,194,10,10,Hawthorn,99.8542274052478,18,32,11,8
1388,200,189,0,1293,198,184,6,10,Fremantle,93.1556195965418,18,32,12,8
1613,161,201,0,1371,242,195,15,10,"St Kilda",84.9969001859888,18,32,13,8
1560,198,190,0,1492,227,217,12,11,"North Melbourne",95.6410256410256,18,28,14,7
1454,218,183,0,1365,206,197,16,12,Sydney,93.878954607978,18,24,15,6
1536,210,180,0,1350,221,195,3,12,Carlton,87.890625,18,24,16,6
1649,173,191,0,1331,246,190,11,13,Melbourne,80.7155852031534,18,20,17,5
1723,211,160,0,1144,252,164,8,15,"Gold Coast",66.3958212420197,18,12,18,3
