against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
753,105,157,0,1039,108,147,4,1,Collingwood,137.981407702523,8,28,1,7
710,92,139,0,991,103,142,10,2,Hawthorn,139.577464788732,8,24,2,6
702,96,128,0,854,101,121,3,2,Carlton,121.652421652422,8,24,3,6
752,116,98,0,908,106,135,12,2,"North Melbourne",120.744680851064,8,24,4,6
859,133,121,1,913,121,132,14,2,Richmond,106.286379511059,8,22,5,5
851,119,122,0,758,122,106,7,4,Geelong,89.0716803760282,8,16,6,4
848,92,113,1,887,126,129,16,4,Sydney,104.599056603774,8,14,7,3
900,126,104,1,914,129,135,18,4,"Western Bulldogs",101.555555555556,8,14,8,3
1045,139,106,1,826,151,120,5,5,Essendon,79.0430622009569,8,10,9,2
1036,172,110,2,752,144,107,15,5,"St Kilda",72.5868725868726,8,8,10,1
968,104,154,0,820,144,111,11,7,Melbourne,84.7107438016529,8,4,11,1
1052,158,100,0,814,149,119,19,7,Fitzroy,77.3764258555133,8,4,12,1
