against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
189,27,64,0,406,27,57,3,0,Carlton,214.814814814815,3,12,1,3
287,47,29,0,359,40,55,12,0,"North Melbourne",125.087108013937,3,12,2,3
261,33,41,0,395,38,59,16,1,Sydney,151.340996168582,3,8,3,2
336,36,53,0,389,50,56,4,1,Collingwood,115.77380952381,3,8,4,2
333,51,35,0,371,47,56,18,1,"Western Bulldogs",111.411411411411,3,8,5,2
341,47,40,0,340,49,50,14,1,Richmond,99.7067448680352,3,8,6,2
322,34,46,0,316,48,45,10,2,Hawthorn,98.1366459627329,3,4,7,1
378,54,38,0,332,54,49,19,2,Fitzroy,87.8306878306878,3,4,8,1
418,52,52,0,322,61,45,5,2,Essendon,77.0334928229665,3,4,9,1
311,53,40,0,214,43,29,7,2,Geelong,68.8102893890675,3,4,10,1
362,32,53,0,269,55,36,11,3,Melbourne,74.3093922651934,3,0,11,0
398,68,43,0,223,55,30,15,3,"St Kilda",56.0301507537688,3,0,12,0
