against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1652,224,236,1,2024,238,298,5,5,Essendon,122.518159806295,17,46,1,11
1447,205,221,0,1775,207,259,10,5,Hawthorn,122.667588113338,16,44,2,11
1833,213,236,0,2186,270,325,12,6,"North Melbourne",119.258046917621,17,44,3,11
1628,206,242,1,1904,237,277,3,5,Carlton,116.953316953317,16,42,4,10
1469,209,210,0,1746,210,256,1,6,Adelaide,118.856364874064,16,40,5,10
1325,167,222,0,1566,193,224,17,6,"West Coast",118.188679245283,16,40,6,10
1740,222,230,0,1832,253,267,4,7,Collingwood,105.287356321839,17,40,7,10
1616,212,233,0,1805,234,262,11,8,Melbourne,111.695544554455,17,36,8,9
1851,249,240,0,1962,267,287,7,8,Geelong,105.996758508914,17,36,9,9
1724,224,218,0,1664,250,241,18,8,"Western Bulldogs",96.5197215777262,17,36,10,9
1927,235,215,0,1763,282,258,15,9,"St Kilda",91.4893617021277,17,32,11,8
1700,218,187,0,1543,247,226,19,10,Fitzroy,90.7647058823529,16,24,12,6
2063,263,208,0,1666,300,243,2,13,"Brisbane Lions",80.7561803199224,17,16,13,4
1946,212,238,0,1450,289,202,14,12,Richmond,74.5118191161357,16,16,14,4
2399,263,186,0,1434,356,208,16,15,Sydney,59.7749062109212,16,4,15,1
