against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1833,255,259,1,2239,263,330,5,5,Essendon,122.14948172395,19,54,1,13
1441,187,246,0,1764,209,253,17,6,"West Coast",122.414989590562,18,48,2,12
1917,231,250,0,2314,281,344,12,6,"North Melbourne",120.709441836202,18,48,3,12
1795,235,269,1,2087,260,303,3,6,Carlton,116.267409470752,18,46,4,11
1614,228,253,0,1945,231,282,1,7,Adelaide,120.508054522924,18,44,5,11
1664,230,238,0,1888,239,275,10,7,Hawthorn,113.461538461538,18,44,6,11
1808,236,250,0,1912,262,277,4,7,Collingwood,105.752212389381,18,44,7,11
1919,257,258,0,2112,277,309,7,8,Geelong,110.057321521626,18,40,8,10
1721,239,243,0,1851,247,268,11,9,Melbourne,107.553747821034,18,36,9,9
1822,238,231,0,1749,264,253,18,9,"Western Bulldogs",95.993413830955,18,36,10,9
2084,272,247,0,1915,302,278,15,10,"St Kilda",91.8905950095969,19,36,11,9
1893,243,208,0,1756,275,258,19,10,Fitzroy,92.7628103539355,18,32,12,8
2194,280,219,0,1737,319,253,2,14,"Brisbane Lions",79.1704649042844,18,16,13,4
2180,236,267,0,1617,324,225,14,14,Richmond,74.1743119266055,18,16,14,4
2630,284,213,0,1629,391,236,16,17,Sydney,61.9391634980989,18,4,15,1
