against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1057,121,141,0,1437,156,216,12,2,"North Melbourne",135.950804162725,10,32,1,8
815,101,152,0,986,119,139,17,3,"West Coast",120.981595092025,10,28,2,7
1091,131,134,1,1250,160,186,5,3,Essendon,114.573785517874,10,26,3,6
950,122,138,0,1074,138,156,10,4,Hawthorn,113.052631578947,10,24,4,6
934,136,119,0,1031,133,152,1,4,Adelaide,110.385438972163,10,24,5,6
1064,134,128,0,1028,155,150,4,4,Collingwood,96.6165413533835,10,24,6,6
1073,131,155,1,1139,157,164,3,4,Carlton,106.150978564772,10,22,7,5
920,122,126,0,996,133,145,19,5,Fitzroy,108.260869565217,10,20,8,5
1107,159,144,0,1158,158,169,7,5,Geelong,104.607046070461,10,20,9,5
1051,133,117,0,993,153,146,18,5,"Western Bulldogs",94.4814462416746,10,20,10,5
971,137,138,0,1020,139,147,11,6,Melbourne,105.046343975283,10,16,11,4
1127,143,130,0,1024,164,149,15,6,"St Kilda",90.8606921029281,10,16,12,4
1191,129,156,0,996,177,140,14,6,Richmond,83.6272040302267,10,16,13,4
1135,145,121,0,1069,165,158,2,7,"Brisbane Lions",94.1850220264317,10,12,14,3
1587,171,116,0,872,236,126,16,10,Sydney,54.9464398235665,10,0,15,0
