against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
825,129,160,0,1084,116,154,19,2,Fitzroy,131.393939393939,10,32,1,8
912,138,170,0,1334,129,194,12,3,"North Melbourne",146.271929824561,10,28,2,7
1028,128,151,0,1237,150,181,5,3,Essendon,120.330739299611,10,28,3,7
946,142,145,0,1147,134,167,10,4,Hawthorn,121.247357293869,10,24,4,6
1068,144,144,0,1044,154,150,3,4,Carlton,97.752808988764,10,24,5,6
1117,151,133,0,997,161,144,18,4,"Western Bulldogs",89.2569382273948,10,24,6,6
921,129,130,0,928,132,133,7,5,Geelong,100.760043431053,10,20,7,5
1022,146,146,0,1010,146,144,4,6,Collingwood,98.825831702544,10,16,8,4
1169,143,131,0,1079,171,158,11,6,Melbourne,92.3011120615911,10,16,9,4
1192,172,139,0,949,170,135,16,6,Sydney,79.6140939597315,10,16,10,4
1126,130,129,0,915,166,131,14,8,Richmond,81.2611012433393,10,8,11,2
1269,147,121,0,871,187,125,15,9,"St Kilda",68.6367218282112,10,4,12,1
