against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
2108,290,331,0,2641,303,385,12,6,"North Melbourne",125.284629981025,21,60,1,15
1966,274,327,0,2481,282,359,19,7,Fitzroy,126.195320447609,21,56,2,14
2001,285,328,0,2518,286,365,10,7,Hawthorn,125.83708145927,21,56,3,14
2148,246,296,0,2546,317,375,5,7,Essendon,118.52886405959,21,56,4,14
2126,284,301,0,2293,307,332,3,8,Carlton,107.855126999059,21,52,5,13
2155,289,288,0,2160,311,312,4,10,Collingwood,100.232018561485,21,44,6,11
2409,333,279,0,2145,346,311,11,12,Melbourne,89.041095890411,21,36,7,9
2356,304,254,0,1988,342,289,18,12,"Western Bulldogs",84.3803056027165,21,36,8,9
2040,276,259,0,1855,294,266,7,13,Geelong,90.9313725490196,21,32,9,8
2265,273,291,0,2031,332,290,14,14,Richmond,89.6688741721854,21,28,10,7
2556,354,274,0,1996,367,287,16,14,Sydney,78.0907668231612,21,28,11,7
2582,302,282,0,2058,380,296,15,16,"St Kilda",79.705654531371,21,20,12,5
