against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
199,37,42,0,372,27,55,10,0,Hawthorn,186.934673366834,3,12,1,3
217,31,43,0,301,31,43,7,0,Geelong,138.709677419355,3,12,2,3
220,46,46,0,328,29,47,12,1,"North Melbourne",149.090909090909,3,8,3,2
230,32,45,0,297,33,42,19,1,Fitzroy,129.130434782609,3,8,4,2
262,46,45,0,315,36,45,3,1,Carlton,120.229007633588,3,8,5,2
267,39,39,0,285,38,41,18,1,"Western Bulldogs",106.741573033708,3,8,6,2
278,32,45,0,297,41,42,5,2,Essendon,106.834532374101,3,4,7,1
323,41,48,0,318,47,45,4,2,Collingwood,98.4520123839009,3,4,8,1
346,40,35,0,323,51,48,11,2,Melbourne,93.3526011560694,3,4,9,1
365,59,39,0,201,51,27,16,2,Sydney,55.0684931506849,3,4,10,1
349,43,30,0,222,51,32,14,3,Richmond,63.6103151862464,3,0,11,0
402,42,31,0,199,60,28,15,3,"St Kilda",49.5024875621891,3,0,12,0
