against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1668,216,283,0,2431,242,358,16,4,Sydney,145.743405275779,18,56,1,14
1531,205,273,0,2067,221,299,3,4,Carlton,135.009797517962,18,56,2,14
1502,188,266,0,2234,219,328,10,5,Hawthorn,148.735019973369,18,52,3,13
1970,254,248,0,1910,286,277,12,7,"North Melbourne",96.9543147208122,18,44,4,11
1663,187,222,0,1512,246,215,18,8,"Western Bulldogs",90.9200240529164,18,40,5,10
1879,217,247,1,1921,277,279,7,8,Geelong,102.23523150612,18,38,6,9
1983,273,262,0,1894,285,272,17,9,"West Coast",95.5118507312153,18,36,7,9
1882,214,198,1,1680,278,247,5,9,Essendon,89.2667375132837,18,34,8,8
1731,231,244,0,1744,250,250,11,10,Melbourne,100.751010976314,18,32,9,8
1987,259,240,0,1920,288,280,19,10,Fitzroy,96.6280825364872,18,32,10,8
1902,276,193,0,1795,271,267,15,11,"St Kilda",94.3743427970557,18,28,11,7
2160,294,219,0,1677,311,243,2,13,"Brisbane Lions",77.6388888888889,18,20,12,5
1988,272,184,0,1492,286,218,4,13,Collingwood,75.0503018108652,18,20,13,5
2200,250,257,0,1769,325,252,14,14,Richmond,80.4090909090909,18,16,14,4
