against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1674,222,306,0,2346,242,340,3,4,Carlton,140.143369175627,20,64,1,16
1704,204,297,0,2541,250,374,10,5,Hawthorn,149.119718309859,20,60,2,15
1933,259,297,0,2583,279,381,16,6,Sydney,133.626487325401,20,56,3,14
2204,290,277,1,2155,319,313,12,7,"North Melbourne",97.7767695099818,20,50,4,12
2100,240,277,1,2101,310,304,7,9,Geelong,100.047619047619,20,42,5,10
1892,218,250,1,1738,279,248,18,9,"Western Bulldogs",91.8604651162791,20,42,6,10
1890,252,285,0,1977,273,282,11,10,Melbourne,104.603174603175,20,40,7,10
2222,296,295,0,2143,321,308,17,10,"West Coast",96.4446444644464,20,40,8,10
2060,254,216,1,1872,301,276,5,10,Essendon,90.873786407767,20,38,9,9
2279,275,269,0,2111,334,307,19,12,Fitzroy,92.6283457656867,20,32,10,8
2136,306,216,0,1956,305,290,15,12,"St Kilda",91.5730337078652,20,32,11,8
2179,307,211,0,1651,312,240,4,14,Collingwood,75.7687012391005,20,24,12,6
2376,276,286,0,2002,350,286,14,15,Richmond,84.2592592592593,20,20,13,5
2400,324,241,0,1873,346,272,2,15,"Brisbane Lions",78.0416666666667,20,20,14,5
