against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1165,151,220,0,1624,169,234,3,3,Carlton,139.399141630901,14,44,1,11
1202,140,204,0,1656,177,242,10,4,Hawthorn,137.770382695507,14,40,2,10
1344,168,220,0,1690,196,245,16,4,Sydney,125.744047619048,14,40,3,10
1208,146,181,0,1231,177,175,18,5,"Western Bulldogs",101.903973509934,14,36,4,9
1455,195,186,0,1482,210,216,12,5,"North Melbourne",101.855670103093,14,36,5,9
1435,175,189,1,1503,210,219,7,5,Geelong,104.738675958188,14,34,6,8
1418,206,211,0,1483,202,212,17,7,"West Coast",104.583921015515,14,28,7,7
1375,163,151,1,1255,202,184,5,7,Essendon,91.2727272727273,14,26,8,6
1329,183,180,0,1296,191,186,11,8,Melbourne,97.5169300225734,14,24,9,6
1504,202,183,0,1437,217,209,19,8,Fitzroy,95.5452127659574,14,24,10,6
1491,207,138,0,1194,214,176,4,9,Collingwood,80.0804828973843,14,20,11,5
1677,213,174,0,1260,244,181,2,10,"Brisbane Lions",75.134168157424,14,16,12,4
1560,228,144,0,1320,222,196,15,11,"St Kilda",84.6153846153846,14,12,13,3
1642,202,198,0,1374,240,196,14,11,Richmond,83.6784409257004,14,12,14,3
