against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
721,91,130,0,994,105,144,3,2,Carlton,137.864077669903,8,24,1,6
806,104,127,0,991,117,144,16,2,Sydney,122.952853598015,8,24,2,6
756,96,125,0,935,110,135,10,3,Hawthorn,123.677248677249,8,20,3,5
930,102,106,0,994,138,148,19,3,Fitzroy,106.881720430108,8,20,4,5
811,97,85,1,823,119,123,5,3,Essendon,101.479654747226,8,18,5,4
741,111,116,0,818,105,117,11,4,Melbourne,110.391363022942,8,16,6,4
873,105,120,0,834,128,119,2,4,"Brisbane Lions",95.53264604811,8,16,7,4
892,124,118,0,844,128,121,17,4,"West Coast",94.6188340807175,8,16,8,4
917,125,111,0,795,132,114,12,4,"North Melbourne",86.6957470010905,8,16,9,4
948,108,117,1,927,140,135,7,4,Geelong,97.7848101265823,8,14,10,3
851,125,87,0,819,121,122,15,5,"St Kilda",96.2397179788484,8,12,11,3
887,119,65,0,701,128,106,4,5,Collingwood,79.0304396843292,8,12,12,3
816,102,93,0,633,119,90,18,5,"Western Bulldogs",77.5735294117647,8,12,13,3
1019,113,122,0,860,151,123,14,7,Richmond,84.396467124632,8,4,14,1
