against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
576,72,104,0,782,84,113,16,1,Sydney,135.763888888889,6,20,1,5
556,70,97,0,739,81,107,3,2,Carlton,132.913669064748,6,16,2,4
569,77,103,0,709,82,101,10,2,Hawthorn,124.604569420035,6,16,3,4
686,80,102,1,768,101,111,7,2,Geelong,111.953352769679,6,14,4,3
584,80,67,1,595,84,88,5,2,Essendon,101.883561643836,6,14,5,3
556,88,83,0,611,78,88,11,3,Melbourne,109.892086330935,6,12,6,3
709,85,77,0,719,104,107,19,3,Fitzroy,101.410437235543,6,12,7,3
733,97,84,0,714,106,105,17,3,"West Coast",97.4079126875853,6,12,8,3
683,65,94,0,628,103,89,2,3,"Brisbane Lions",91.9472913616398,6,12,9,3
724,100,92,0,602,104,85,12,3,"North Melbourne",83.1491712707182,6,12,10,3
667,91,49,0,553,96,84,4,3,Collingwood,82.9085457271364,6,12,11,3
613,79,68,0,440,89,62,18,4,"Western Bulldogs",71.7781402936378,6,8,12,2
738,90,91,0,637,108,91,14,5,Richmond,86.3143631436314,6,4,13,1
688,100,63,0,585,98,87,15,5,"St Kilda",85.0290697674419,6,4,14,1
