against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
237,45,32,0,410,32,63,5,0,Essendon,172.995780590717,3,12,1,3
265,43,55,0,403,37,58,4,0,Collingwood,152.075471698113,3,12,2,3
306,36,37,0,379,45,57,7,0,Geelong,123.856209150327,3,12,3,3
284,32,30,0,342,42,52,16,0,Sydney,120.422535211268,3,12,4,3
341,41,34,0,382,50,58,18,1,"Western Bulldogs",112.023460410557,3,8,5,2
384,36,63,0,393,58,55,3,1,Carlton,102.34375,3,8,6,2
309,33,34,1,340,46,51,17,1,"West Coast",110.032362459547,3,6,7,1
340,40,33,0,351,50,53,11,2,Melbourne,103.235294117647,3,4,8,1
372,42,42,0,354,55,52,2,2,"Brisbane Lions",95.1612903225806,3,4,9,1
340,40,38,0,320,50,47,6,2,Fremantle,94.1176470588235,3,4,10,1
433,31,41,0,401,67,60,12,2,"North Melbourne",92.6096997690531,3,4,11,1
392,32,39,0,315,60,46,14,2,Richmond,80.3571428571429,3,4,12,1
397,55,26,0,308,57,47,10,2,Hawthorn,77.5818639798489,3,4,13,1
389,35,27,1,315,59,48,15,2,"St Kilda",80.9768637532134,3,2,14,0
345,45,48,0,300,50,42,1,3,Adelaide,86.9565217391304,3,0,15,0
422,32,39,0,243,65,34,13,3,"Port Adelaide",57.5829383886256,3,0,16,0
