against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1600,196,298,0,2638,234,390,5,0,Essendon,164.875,20,80,1,20
1839,207,269,0,2459,272,365,3,5,Carlton,133.713974986406,20,60,2,15
2129,245,267,0,2247,314,330,12,7,"North Melbourne",105.542508219822,20,52,3,13
1951,259,257,0,2261,282,334,11,8,Melbourne,115.889287544849,20,48,4,12
2060,254,238,1,2002,301,294,7,8,Geelong,97.1844660194175,20,46,5,11
2079,237,219,0,2163,307,324,18,9,"Western Bulldogs",104.040404040404,20,44,6,11
2012,260,229,0,1933,292,284,14,9,Richmond,96.0735586481113,20,44,7,11
2110,262,265,0,2293,308,338,2,10,"Brisbane Lions",108.672985781991,20,40,8,10
2118,258,213,0,2019,310,301,10,10,Hawthorn,95.3257790368272,20,40,9,10
2012,224,232,0,2050,298,303,16,11,Sydney,101.888667992048,20,36,10,9
2110,238,296,0,2096,312,300,1,11,Adelaide,99.3364928909953,20,36,11,9
2128,268,240,1,2016,310,296,17,12,"West Coast",94.7368421052632,20,30,12,7
2362,268,212,0,1736,349,254,6,13,Fremantle,73.4970364098222,20,28,13,7
2254,262,257,0,1913,332,276,4,14,Collingwood,84.8713398402839,20,24,14,6
2120,242,255,1,1701,313,241,13,14,"Port Adelaide",80.2358490566038,20,22,15,5
2358,258,191,1,1715,350,254,15,17,"St Kilda",72.7311280746395,20,10,16,2
