abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
12,9,66,"St Kilda",15,100,"2006-03-30 18:40:00",18,11,84,"West Coast",17,9601,0,0,"2006-03-30 15:40:00",1,"Round 1","Full Time",+11:00,1143704400,"2022-01-25 11:07:14",Subiaco,"West Coast",17,2006
10,7,52,Richmond,14,100,"2006-03-31 19:40:00",17,25,167,"Western Bulldogs",18,9602,0,0,"2006-03-31 19:40:00",1,"Round 1","Full Time",+11:00,1143794400,"2022-01-25 11:07:14",Docklands,"Western Bulldogs",18,2006
8,5,38,"Brisbane Lions",2,100,"2006-04-01 14:10:00",13,17,115,Geelong,7,9603,0,0,"2006-04-01 14:10:00",1,"Round 1","Full Time",+11:00,1143861000,"2022-01-25 11:07:14","Kardinia Park",Geelong,7,2006
9,12,81,Sydney,16,100,"2006-04-01 19:10:00",6,17,108,Essendon,5,9604,0,0,"2006-04-01 19:10:00",1,"Round 1","Full Time",+11:00,1143879000,"2022-01-25 11:07:14",Docklands,Essendon,5,2006
14,19,128,"North Melbourne",12,100,"2006-04-01 19:10:00",9,13,87,"Port Adelaide",13,9605,0,0,"2006-04-01 18:40:00",1,"Round 1","Full Time",+11:00,1143879000,"2022-01-25 11:07:14","Football Park","North Melbourne",12,2006
9,13,87,Fremantle,6,100,"2006-04-02 13:10:00",7,17,109,Hawthorn,10,9606,0,0,"2006-04-02 13:10:00",1,"Round 1","Full Time",+10:00,1143947400,"2022-01-25 11:07:14","York Park",Hawthorn,10,2006
15,13,93,Carlton,3,100,"2006-04-02 17:10:00",12,10,72,Melbourne,11,9607,0,0,"2006-04-02 17:10:00",1,"Round 1","Full Time",+10:00,1143961800,"2022-01-25 11:07:14",Docklands,Carlton,3,2006
9,17,111,Adelaide,1,100,"2006-04-03 19:10:00",5,12,77,Collingwood,4,9608,0,0,"2006-04-03 19:10:00",1,"Round 1","Full Time",+10:00,1144055400,"2022-01-25 11:07:14",Docklands,Adelaide,1,2006
10,13,88,"St Kilda",15,100,"2006-04-07 19:40:00",11,11,77,Richmond,14,9609,0,0,"2006-04-07 19:40:00",2,"Round 2","Full Time",+10:00,1144402800,"2022-01-25 11:07:14",Docklands,"St Kilda",15,2006
9,10,69,"North Melbourne",12,100,"2006-04-08 14:10:00",6,22,138,Geelong,7,9611,0,0,"2006-04-08 14:10:00",2,"Round 2","Full Time",+10:00,1144469400,"2022-01-25 11:07:14","Kardinia Park",Geelong,7,2006
18,12,90,Melbourne,11,100,"2006-04-08 14:10:00",17,20,137,"Western Bulldogs",18,9610,0,0,"2006-04-08 14:10:00",2,"Round 2","Full Time",+10:00,1144469400,"2022-01-25 11:07:14",Docklands,"Western Bulldogs",18,2006
8,13,86,Carlton,3,100,"2006-04-08 17:40:00",11,15,101,Fremantle,6,9613,0,0,"2006-04-08 15:40:00",2,"Round 2","Full Time",+10:00,1144482000,"2022-01-25 11:07:14",Subiaco,Fremantle,6,2006
7,15,97,Essendon,5,100,"2006-04-08 19:10:00",13,17,115,"Brisbane Lions",2,9612,0,0,"2006-04-08 19:10:00",2,"Round 2","Full Time",+10:00,1144487400,"2022-01-25 11:07:14",Gabba,"Brisbane Lions",2,2006
16,15,106,"Port Adelaide",13,100,"2006-04-09 13:10:00",14,11,80,Sydney,16,9614,0,0,"2006-04-09 13:10:00",2,"Round 2","Full Time",+10:00,1144552200,"2022-01-25 11:07:14",S.C.G.,"Port Adelaide",13,2006
11,18,119,Collingwood,4,100,"2006-04-09 14:10:00",12,12,84,Hawthorn,10,9615,0,0,"2006-04-09 14:10:00",2,"Round 2","Full Time",+10:00,1144555800,"2022-01-25 11:07:14",Docklands,Collingwood,4,2006
12,13,90,"West Coast",17,100,"2006-04-09 14:40:00",10,13,88,Adelaide,1,9616,0,0,"2006-04-09 14:10:00",2,"Round 2","Full Time",+10:00,1144557600,"2022-01-25 11:07:14","Football Park","West Coast",17,2006
15,12,87,"Brisbane Lions",2,100,"2006-04-13 19:40:00",10,19,124,"St Kilda",15,9617,0,0,"2006-04-13 19:40:00",3,"Round 3","Full Time",+10:00,1144921200,"2022-01-25 11:07:14",Docklands,"St Kilda",15,2006
11,15,101,Hawthorn,10,100,"2006-04-15 14:10:00",13,6,49,Geelong,7,9618,0,0,"2006-04-15 14:10:00",3,"Round 3","Full Time",+10:00,1145074200,"2022-01-25 11:07:14","Kardinia Park",Hawthorn,10,2006
6,14,90,Richmond,14,100,"2006-04-15 17:40:00",16,20,136,"West Coast",17,9620,0,0,"2006-04-15 15:40:00",3,"Round 3","Full Time",+10:00,1145086800,"2022-01-25 11:07:14",Subiaco,"West Coast",17,2006
9,12,81,Sydney,16,100,"2006-04-15 19:10:00",8,11,74,Carlton,3,9619,0,0,"2006-04-15 19:10:00",3,"Round 3","Full Time",+10:00,1145092200,"2022-01-25 11:07:14",Docklands,Sydney,16,2006
12,15,102,Adelaide,1,100,"2006-04-16 13:10:00",13,14,97,Melbourne,11,9621,0,0,"2006-04-16 13:10:00",3,"Round 3","Full Time",+10:00,1145157000,"2022-01-25 11:07:14",Carrara,Adelaide,1,2006
14,15,104,"Western Bulldogs",18,100,"2006-04-16 14:10:00",15,13,93,Essendon,5,9622,0,0,"2006-04-16 14:10:00",3,"Round 3","Full Time",+10:00,1145160600,"2022-01-25 11:07:14",Docklands,"Western Bulldogs",18,2006
20,15,110,Fremantle,6,100,"2006-04-16 16:10:00",13,11,79,"Port Adelaide",13,9623,0,0,"2006-04-16 15:40:00",3,"Round 3","Full Time",+10:00,1145167800,"2022-01-25 11:07:14","Football Park",Fremantle,6,2006
15,23,153,Collingwood,4,100,"2006-04-17 14:10:00",10,11,76,"North Melbourne",12,9624,0,0,"2006-04-17 14:10:00",3,"Round 3","Full Time",+10:00,1145247000,"2022-01-25 11:07:14",Docklands,Collingwood,4,2006
10,15,100,Hawthorn,10,100,"2006-04-21 19:40:00",14,9,68,Carlton,3,9625,0,0,"2006-04-21 19:40:00",4,"Round 4","Full Time",+10:00,1145612400,"2022-01-25 11:07:14",Docklands,Hawthorn,10,2006
13,14,97,Geelong,7,100,"2006-04-22 14:10:00",14,14,98,"Western Bulldogs",18,9626,0,0,"2006-04-22 14:10:00",4,"Round 4","Full Time",+10:00,1145679000,"2022-01-25 11:07:14",Docklands,"Western Bulldogs",18,2006
16,9,70,Adelaide,1,100,"2006-04-22 17:40:00",5,9,59,Fremantle,6,9628,0,0,"2006-04-22 15:40:00",4,"Round 4","Full Time",+10:00,1145691600,"2022-01-25 11:07:14",Subiaco,Adelaide,1,2006
12,14,96,Richmond,14,100,"2006-04-22 19:10:00",16,11,82,"Brisbane Lions",2,9627,0,0,"2006-04-22 19:10:00",4,"Round 4","Full Time",+10:00,1145697000,"2022-01-25 11:07:14",Gabba,Richmond,14,2006
11,14,95,"West Coast",17,100,"2006-04-23 13:10:00",11,10,71,"North Melbourne",12,9630,0,0,"2006-04-23 13:10:00",4,"Round 4","Full Time",+10:00,1145761800,"2022-01-25 11:07:14","Manuka Oval","West Coast",17,2006
7,15,97,Melbourne,11,100,"2006-04-23 13:10:00",14,13,92,Sydney,16,9629,0,0,"2006-04-23 13:10:00",4,"Round 4","Full Time",+10:00,1145761800,"2022-01-25 11:07:14",S.C.G.,Melbourne,11,2006
10,18,118,"St Kilda",15,100,"2006-04-24 19:10:00",8,19,122,"Port Adelaide",13,9631,0,0,"2006-04-24 18:40:00",4,"Round 4","Full Time",+10:00,1145869800,"2022-01-25 11:07:14","Football Park","Port Adelaide",13,2006
17,12,89,Essendon,5,100,"2006-04-25 14:40:00",16,15,106,Collingwood,4,9632,0,0,"2006-04-25 14:40:00",4,"Round 4","Full Time",+10:00,1145940000,"2022-01-25 11:07:14",M.C.G.,Collingwood,4,2006
18,11,84,Carlton,3,100,"2006-04-28 19:40:00",20,12,92,Richmond,14,9633,0,0,"2006-04-28 19:40:00",5,"Round 5","Full Time",+10:00,1146217200,"2022-01-25 11:07:14",M.C.G.,Richmond,14,2006
14,12,86,"North Melbourne",12,100,"2006-04-29 14:10:00",12,13,90,Melbourne,11,9634,0,0,"2006-04-29 14:10:00",5,"Round 5","Full Time",+10:00,1146283800,"2022-01-25 11:07:14",M.C.G.,Melbourne,11,2006
13,7,55,"Western Bulldogs",18,100,"2006-04-29 14:40:00",12,20,132,Adelaide,1,9635,0,0,"2006-04-29 14:10:00",5,"Round 5","Full Time",+10:00,1146285600,"2022-01-25 11:07:14","Football Park",Adelaide,1,2006
9,9,63,"Brisbane Lions",2,100,"2006-04-29 17:40:00",14,18,122,"West Coast",17,9637,0,0,"2006-04-29 15:40:00",5,"Round 5","Full Time",+10:00,1146296400,"2022-01-25 11:07:14",Subiaco,"West Coast",17,2006
7,13,85,Geelong,7,100,"2006-04-29 19:10:00",17,15,107,Sydney,16,9636,0,0,"2006-04-29 19:10:00",5,"Round 5","Full Time",+10:00,1146301800,"2022-01-25 11:07:14","Stadium Australia",Sydney,16,2006
10,14,94,Fremantle,6,100,"2006-04-30 13:10:00",15,13,93,"St Kilda",15,9638,0,0,"2006-04-30 13:10:00",5,"Round 5","Full Time",+10:00,1146366600,"2022-01-25 11:07:14","York Park",Fremantle,6,2006
13,11,79,"Port Adelaide",13,100,"2006-04-30 14:10:00",12,18,120,Collingwood,4,9639,0,0,"2006-04-30 14:10:00",5,"Round 5","Full Time",+10:00,1146370200,"2022-01-25 11:07:14",Docklands,Collingwood,4,2006
11,12,83,Essendon,5,100,"2006-04-30 14:10:00",12,12,84,Hawthorn,10,9640,0,0,"2006-04-30 14:10:00",5,"Round 5","Full Time",+10:00,1146370200,"2022-01-25 11:07:14",M.C.G.,Hawthorn,10,2006
15,11,81,Geelong,7,100,"2006-05-05 19:40:00",9,13,87,Melbourne,11,9641,0,0,"2006-05-05 19:40:00",6,"Round 6","Full Time",+10:00,1146822000,"2022-01-25 11:07:14",M.C.G.,Melbourne,11,2006
11,12,83,"West Coast",17,100,"2006-05-06 14:10:00",16,12,88,Fremantle,6,9643,0,0,"2006-05-06 12:10:00",6,"Round 6","Full Time",+10:00,1146888600,"2022-01-25 11:07:14",Subiaco,Fremantle,6,2006
6,12,78,"Western Bulldogs",18,100,"2006-05-06 14:10:00",8,14,92,"St Kilda",15,9642,0,0,"2006-05-06 14:10:00",6,"Round 6","Full Time",+10:00,1146888600,"2022-01-25 11:07:14",Docklands,"St Kilda",15,2006
5,8,53,"Port Adelaide",13,100,"2006-05-06 19:10:00",13,15,103,Adelaide,1,9645,0,0,"2006-05-06 18:40:00",6,"Round 6","Full Time",+10:00,1146906600,"2022-01-25 11:07:14","Football Park",Adelaide,1,2006
19,13,97,Richmond,14,100,"2006-05-06 19:10:00",17,13,95,Essendon,5,9644,0,0,"2006-05-06 19:10:00",6,"Round 6","Full Time",+10:00,1146906600,"2022-01-25 11:07:14",M.C.G.,Richmond,14,2006
12,15,102,Sydney,16,100,"2006-05-07 13:10:00",10,10,70,"Brisbane Lions",2,9646,0,0,"2006-05-07 13:10:00",6,"Round 6","Full Time",+10:00,1146971400,"2022-01-25 11:07:14",Gabba,Sydney,16,2006
