abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
10,11,76,Richmond,14,100,"1983-03-26 14:10:00",16,20,136,Carlton,3,24322,0,0,"1983-03-26 13:10:00",1,"Round 1",,+11:00,417496200,"2022-11-17 09:54:02","Princes Park",Carlton,3,1983
9,11,75,"Western Bulldogs",18,100,"1983-03-26 14:10:00",16,15,106,Geelong,7,24325,0,0,"1983-03-26 13:10:00",1,"Round 1",,+11:00,417496200,"2022-11-17 09:54:02","Waverley Park",Geelong,7,1983
15,20,135,Collingwood,4,100,"1983-03-26 14:10:00",11,19,125,Melbourne,11,24323,0,0,"1983-03-26 13:10:00",1,"Round 1",,+11:00,417496200,"2022-11-17 09:54:02",M.C.G.,Collingwood,4,1983
15,12,87,"St Kilda",15,100,"1983-03-26 14:10:00",16,14,100,"North Melbourne",12,24326,0,0,"1983-03-26 13:10:00",1,"Round 1",,+11:00,417496200,"2022-11-17 09:54:02","Arden St","North Melbourne",12,1983
11,20,131,Hawthorn,10,100,"1983-03-26 14:10:00",16,16,112,Fitzroy,19,24324,0,0,"1983-03-26 13:10:00",1,"Round 1",,+11:00,417496200,"2022-11-17 09:54:02","Junction Oval",Hawthorn,10,1983
20,15,110,Essendon,5,100,"1983-03-27 14:10:00",9,17,111,Sydney,16,24327,0,0,"1983-03-27 13:10:00",1,"Round 1",,+11:00,417582600,"2022-11-17 09:54:02",S.C.G.,Sydney,16,1983
11,15,101,Geelong,7,100,"1983-04-02 14:10:00",12,14,96,Collingwood,4,24298,0,0,"1983-04-02 13:10:00",2,"Round 2",,+11:00,418101000,"2022-11-17 09:54:02","Victoria Park",Geelong,7,1983
11,18,119,Melbourne,11,100,"1983-04-02 14:10:00",10,15,100,Richmond,14,24299,0,0,"1983-04-02 13:10:00",2,"Round 2",,+11:00,418101000,"2022-11-17 09:54:02",M.C.G.,Melbourne,11,1983
10,12,82,Carlton,3,100,"1983-04-02 14:10:00",15,14,99,"Western Bulldogs",18,24297,0,0,"1983-04-02 13:10:00",2,"Round 2",,+11:00,418101000,"2022-11-17 09:54:02","Western Oval","Western Bulldogs",18,1983
10,10,70,"St Kilda",15,100,"1983-04-04 14:10:00",11,20,131,Essendon,5,24300,0,0,"1983-04-04 13:10:00",2,"Round 2",,+11:00,418273800,"2022-11-17 09:54:02","Windy Hill",Essendon,5,1983
15,5,45,Sydney,16,100,"1983-04-04 14:10:00",16,9,70,Hawthorn,10,24302,0,0,"1983-04-04 13:10:00",2,"Round 2",,+11:00,418273800,"2022-11-17 09:54:02","Princes Park",Hawthorn,10,1983
16,12,88,Fitzroy,19,100,"1983-04-04 14:10:00",7,6,43,"North Melbourne",12,24301,0,0,"1983-04-04 13:10:00",2,"Round 2",,+11:00,418273800,"2022-11-17 09:54:02","Waverley Park",Fitzroy,19,1983
21,11,87,Collingwood,4,100,"1983-04-09 14:10:00",19,13,97,Carlton,3,24265,0,0,"1983-04-09 13:10:00",3,"Round 3",,+11:00,418705800,"2022-11-17 09:54:02","Waverley Park",Carlton,3,1983
10,6,46,Richmond,14,100,"1983-04-09 14:10:00",16,13,94,Geelong,7,24268,0,0,"1983-04-09 13:10:00",3,"Round 3",,+11:00,418705800,"2022-11-17 09:54:02","Kardinia Park",Geelong,7,1983
