abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
8,23,146,Essendon,5,100,"2001-03-30 19:40:00",7,9,61,"North Melbourne",12,10526,0,0,"2001-03-30 19:40:00",1,"Round 1","Full Time",+10:00,985945200,"2022-01-25 11:07:27",M.C.G.,Essendon,5,2001
15,11,81,Collingwood,4,100,"2001-03-31 14:10:00",7,13,85,Hawthorn,10,10527,0,0,"2001-03-31 14:10:00",1,"Round 1","Full Time",+10:00,986011800,"2022-01-25 11:07:27",M.C.G.,Hawthorn,10,2001
11,18,119,Carlton,3,100,"2001-03-31 17:40:00",10,18,118,Fremantle,6,10529,0,0,"2001-03-31 15:40:00",1,"Round 1","Full Time",+10:00,986024400,"2022-01-25 11:07:27",Subiaco,Carlton,3,2001
16,16,112,"St Kilda",15,100,"2001-03-31 19:00:00",11,16,107,"Western Bulldogs",18,10528,0,0,"2001-03-31 19:00:00",1,"Round 1","Full Time",+10:00,986029200,"2022-01-25 11:07:27",Docklands,"St Kilda",15,2001
9,14,93,"Brisbane Lions",2,100,"2001-03-31 19:10:00",15,14,99,"Port Adelaide",13,10530,0,0,"2001-03-31 18:40:00",1,"Round 1","Full Time",+10:00,986029800,"2022-01-25 11:07:27","Football Park","Port Adelaide",13,2001
7,7,49,"West Coast",17,100,"2001-04-01 14:10:00",13,17,115,Geelong,7,10532,0,0,"2001-04-01 14:10:00",1,"Round 1","Full Time",+10:00,986098200,"2022-01-25 11:07:27","Kardinia Park",Geelong,7,2001
14,20,134,Richmond,14,100,"2001-04-01 14:10:00",13,15,103,Melbourne,11,10533,0,0,"2001-04-01 14:10:00",1,"Round 1","Full Time",+10:00,986098200,"2022-01-25 11:07:27",M.C.G.,Richmond,14,2001
14,10,74,Adelaide,1,100,"2001-04-01 14:10:00",12,19,126,Sydney,16,10531,0,0,"2001-04-01 14:10:00",1,"Round 1","Full Time",+10:00,986098200,"2022-01-25 11:07:27",S.C.G.,Sydney,16,2001
11,16,107,"Port Adelaide",13,100,"2001-04-06 19:40:00",7,23,145,Essendon,5,10534,0,0,"2001-04-06 19:40:00",2,"Round 2","Full Time",+10:00,986550000,"2022-01-25 11:07:27",Docklands,Essendon,5,2001
11,16,107,Hawthorn,10,100,"2001-04-07 14:10:00",15,11,81,Carlton,3,10535,0,0,"2001-04-07 14:10:00",2,"Round 2","Full Time",+10:00,986616600,"2022-01-25 11:07:27","Princes Park",Hawthorn,10,2001
9,17,111,"Western Bulldogs",18,100,"2001-04-07 14:10:00",15,9,69,Richmond,14,10536,0,0,"2001-04-07 14:10:00",2,"Round 2","Full Time",+10:00,986616600,"2022-01-25 11:07:27",M.C.G.,"Western Bulldogs",18,2001
10,13,88,Fremantle,6,100,"2001-04-07 19:00:00",15,15,105,Collingwood,4,10537,0,0,"2001-04-07 19:00:00",2,"Round 2","Full Time",+10:00,986634000,"2022-01-25 11:07:27",Docklands,Collingwood,4,2001
11,12,83,Melbourne,11,100,"2001-04-07 19:10:00",14,11,80,Adelaide,1,10538,0,0,"2001-04-07 18:40:00",2,"Round 2","Full Time",+10:00,986634600,"2022-01-25 11:07:27","Football Park",Melbourne,11,2001
10,8,58,"North Melbourne",12,100,"2001-04-08 14:10:00",16,17,118,"Brisbane Lions",2,10540,0,0,"2001-04-08 14:10:00",2,"Round 2","Full Time",+10:00,986703000,"2022-01-25 11:07:27",Gabba,"Brisbane Lions",2,2001
13,17,115,Geelong,7,100,"2001-04-08 14:10:00",8,13,86,"St Kilda",15,10539,0,0,"2001-04-08 14:10:00",2,"Round 2","Full Time",+10:00,986703000,"2022-01-25 11:07:27",Docklands,Geelong,7,2001
