abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
12.0,14.0,96,Hawthorn,10.0,100,2025-03-07 19:40:00,10.0,11.0,76,Sydney,16.0,37091,0,0,2025-03-07 19:40:00,1,Opening Round,Full Time,+11:00,1741336800,2025-03-07 22:23:36,S.C.G.,Hawthorn,10.0,2025
16.0,6.0,52,Collingwood,4.0,100,2025-03-09 15:20:00,14.0,15.0,104,Greater Western Sydney,9.0,37093,0,0,2025-03-09 15:20:00,1,Opening Round,Full Time,+11:00,1741494000,2025-03-09 18:09:08,Sydney Showground,Greater Western Sydney,9.0,2025
15.0,9.0,69,Carlton,3.0,100,2025-03-13 19:30:00,4.0,13.0,82,Richmond,14.0,37094,0,0,2025-03-13 19:30:00,2,Round 1,Full Time,+11:00,1741854600,2025-03-13 22:18:31,M.C.G.,Richmond,14.0,2025
13.0,12.0,85,Essendon,5.0,100,2025-03-14 19:40:00,9.0,17.0,111,Hawthorn,10.0,37095,0,0,2025-03-14 19:40:00,2,Round 1,Full Time,+11:00,1741941600,2025-03-14 22:25:05,M.C.G.,Hawthorn,10.0,2025
9.0,10.0,69,Fremantle,6.0,100,2025-03-15 13:20:00,9.0,23.0,147,Geelong,7.0,37096,0,0,2025-03-15 13:20:00,2,Round 1,Full Time,+11:00,1742005200,2025-03-15 16:12:40,Kardinia Park,Geelong,7.0,2025
14.0,12.0,86,Brisbane Lions,2.0,100,2025-03-15 16:15:00,10.0,12.0,82,Sydney,16.0,37097,0,0,2025-03-15 16:15:00,2,Round 1,Full Time,+11:00,1742015700,2025-03-15 19:07:07,S.C.G.,Brisbane Lions,2.0,2025
9.0,6.0,45,Port Adelaide,13.0,100,2025-03-15 19:35:00,10.0,21.0,136,Collingwood,4.0,37099,0,0,2025-03-15 19:35:00,2,Round 1,Full Time,+11:00,1742027700,2025-03-15 22:20:37,M.C.G.,Collingwood,4.0,2025
13.0,14.0,97,North Melbourne,12.0,100,2025-03-15 19:35:00,11.0,17.0,113,Western Bulldogs,18.0,37098,0,0,2025-03-15 19:35:00,2,Round 1,Full Time,+11:00,1742027700,2025-03-15 22:27:17,Docklands,Western Bulldogs,18.0,2025
12.0,10.0,72,St Kilda,15.0,100,2025-03-16 12:35:00,9.0,21.0,135,Adelaide,1.0,37100,0,0,2025-03-16 12:05:00,2,Round 1,Full Time,+11:00,1742088900,2025-03-16 15:19:47,Adelaide Oval,Adelaide,1.0,2025
11.0,11.0,77,Greater Western Sydney,9.0,100,2025-03-16 15:20:00,8.0,11.0,74,Melbourne,11.0,37101,0,0,2025-03-16 15:20:00,2,Round 1,Full Time,+11:00,1742098800,2025-03-16 18:06:50,M.C.G.,Greater Western Sydney,9.0,2025
16.0,20.0,136,Gold Coast,8.0,100,2025-03-16 18:10:00,7.0,7.0,49,West Coast,17.0,37102,0,0,2025-03-16 15:10:00,2,Round 1,Full Time,+11:00,1742109000,2025-03-16 20:54:22,Perth Stadium,Gold Coast,8.0,2025
8.0,12.0,80,Hawthorn,10.0,100,2025-03-20 19:30:00,12.0,8.0,60,Carlton,3.0,37103,0,0,2025-03-20 19:30:00,3,Round 2,Full Time,+11:00,1742459400,2025-03-20 22:16:39,M.C.G.,Hawthorn,10.0,2025
16.0,10.0,76,Collingwood,4.0,100,2025-03-21 19:40:00,10.0,10.0,70,Western Bulldogs,18.0,37104,0,0,2025-03-21 19:40:00,3,Round 2,Full Time,+11:00,1742546400,2025-03-21 22:16:26,M.C.G.,Collingwood,4.0,2025
