abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
14,15,104,Sydney,16,100,"1990-03-31 14:10:00",15,14,99,Carlton,3,23325,0,0,"1990-03-31 13:10:00",1,"Round 1",,+11:00,638853000,"2022-11-10 21:19:31","Princes Park",Sydney,16,1990
12,8,60,Fitzroy,19,100,"1990-03-31 14:10:00",21,20,141,Essendon,5,23326,0,0,"1990-03-31 13:10:00",1,"Round 1",,+11:00,638853000,"2022-11-10 21:19:31","Windy Hill",Essendon,5,1990
24,28,192,Hawthorn,10,100,"1990-03-31 14:10:00",11,11,77,Geelong,7,23327,0,0,"1990-03-31 13:10:00",1,"Round 1",,+11:00,638853000,"2022-11-10 21:19:31","Waverley Park",Hawthorn,10,1990
10,22,142,Melbourne,11,100,"1990-03-31 14:10:00",17,12,89,"North Melbourne",12,23328,0,0,"1990-03-31 13:10:00",1,"Round 1",,+11:00,638853000,"2022-11-10 21:19:31",M.C.G.,Melbourne,11,1990
14,10,74,Richmond,14,100,"1990-03-31 19:40:00",19,19,133,"Brisbane Lions",2,23329,0,0,"1990-03-31 18:40:00",1,"Round 1",,+11:00,638872800,"2022-11-10 21:19:31",Carrara,"Brisbane Lions",2,1990
6,8,54,Collingwood,4,100,"1990-04-01 14:10:00",16,14,100,"West Coast",17,23331,0,0,"1990-04-01 11:10:00",1,"Round 1",,+11:00,638939400,"2022-11-10 21:19:31",Subiaco,"West Coast",17,1990
12,22,144,"St Kilda",15,100,"1990-04-01 14:10:00",15,11,81,"Western Bulldogs",18,23330,0,0,"1990-04-01 13:10:00",1,"Round 1",,+11:00,638939400,"2022-11-10 21:19:31","Western Oval","St Kilda",15,1990
17,32,209,"North Melbourne",12,100,"1990-04-06 19:40:00",14,9,68,Richmond,14,23261,0,0,"1990-04-06 18:40:00",2,"Round 2",,+11:00,639391200,"2022-11-10 21:19:31",M.C.G.,"North Melbourne",12,1990
8,19,122,Collingwood,4,100,"1990-04-07 14:10:00",9,13,87,Carlton,3,23263,0,0,"1990-04-07 13:10:00",2,"Round 2",,+11:00,639457800,"2022-11-10 21:19:31","Waverley Park",Collingwood,4,1990
13,13,91,Geelong,7,100,"1990-04-07 14:10:00",20,18,128,Melbourne,11,23264,0,0,"1990-04-07 13:10:00",2,"Round 2",,+11:00,639457800,"2022-11-10 21:19:31",M.C.G.,Melbourne,11,1990
9,10,69,"West Coast",17,100,"1990-04-07 14:10:00",19,18,127,"St Kilda",15,23265,0,0,"1990-04-07 13:10:00",2,"Round 2",,+11:00,639457800,"2022-11-10 21:19:31","Moorabbin Oval","St Kilda",15,1990
11,8,59,"Brisbane Lions",2,100,"1990-04-07 14:10:00",20,13,98,Fitzroy,19,23262,0,0,"1990-04-07 13:10:00",2,"Round 2",,+11:00,639457800,"2022-11-10 21:19:31","Princes Park",Fitzroy,19,1990
13,14,97,Hawthorn,10,100,"1990-04-08 14:10:00",15,24,159,Essendon,5,23266,0,0,"1990-04-08 13:10:00",2,"Round 2",,+11:00,639544200,"2022-11-10 21:19:31",M.C.G.,Essendon,5,1990
20,20,140,"Western Bulldogs",18,100,"1990-04-08 14:10:00",18,10,78,Sydney,16,23267,0,0,"1990-04-08 13:10:00",2,"Round 2",,+11:00,639544200,"2022-11-10 21:19:31",S.C.G.,"Western Bulldogs",18,1990
21,10,81,Richmond,14,100,"1990-04-14 14:10:00",21,15,111,Hawthorn,10,23313,0,0,"1990-04-14 13:10:00",3,"Round 3",,+11:00,640062600,"2022-11-10 21:19:31","Princes Park",Hawthorn,10,1990
8,14,92,Carlton,3,100,"1990-04-14 14:10:00",10,11,76,"St Kilda",15,23311,0,0,"1990-04-14 13:10:00",3,"Round 3",,+11:00,640062600,"2022-11-10 21:19:31","Waverley Park",Carlton,3,1990
14,18,122,"West Coast",17,100,"1990-04-14 14:10:00",17,7,59,"Western Bulldogs",18,23312,0,0,"1990-04-14 13:10:00",3,"Round 3",,+11:00,640062600,"2022-11-10 21:19:31","Western Oval","West Coast",17,1990
11,17,113,"North Melbourne",12,100,"1990-04-15 14:10:00",11,14,95,"Brisbane Lions",2,23314,0,0,"1990-04-15 13:10:00",3,"Round 3",,+11:00,640149000,"2022-11-10 21:19:31",Carrara,"North Melbourne",12,1990
21,12,93,Sydney,16,100,"1990-04-16 14:10:00",8,20,128,Collingwood,4,23315,0,0,"1990-04-16 13:10:00",3,"Round 3",,+11:00,640235400,"2022-11-10 21:19:31","Victoria Park",Collingwood,4,1990
11,11,77,Fitzroy,19,100,"1990-04-16 14:10:00",18,22,150,Geelong,7,23317,0,0,"1990-04-16 13:10:00",3,"Round 3",,+11:00,640235400,"2022-11-10 21:19:31","Kardinia Park",Geelong,7,1990
11,14,95,Essendon,5,100,"1990-04-16 14:10:00",14,18,122,Melbourne,11,23316,0,0,"1990-04-16 13:10:00",3,"Round 3",,+11:00,640235400,"2022-11-10 21:19:31",M.C.G.,Melbourne,11,1990
10,10,70,Carlton,3,100,"1990-04-20 19:40:00",18,17,120,"West Coast",17,23207,0,0,"1990-04-20 16:40:00",4,"Round 4",,+11:00,640600800,"2022-11-10 21:19:31",W.A.C.A.,"West Coast",17,1990
12,11,78,"Western Bulldogs",18,100,"1990-04-21 14:10:00",12,14,96,Collingwood,4,23209,0,0,"1990-04-21 13:10:00",4,"Round 4",,+11:00,640667400,"2022-11-10 21:19:31","Victoria Park",Collingwood,4,1990
8,5,38,"Brisbane Lions",2,100,"1990-04-21 14:10:00",12,18,120,Hawthorn,10,23208,0,0,"1990-04-21 13:10:00",4,"Round 4",,+11:00,640667400,"2022-11-10 21:19:31","Princes Park",Hawthorn,10,1990
19,18,127,Essendon,5,100,"1990-04-21 14:10:00",13,6,49,Richmond,14,23210,0,0,"1990-04-21 13:10:00",4,"Round 4",,+11:00,640667400,"2022-11-10 21:19:31",M.C.G.,Essendon,5,1990
11,13,89,Melbourne,11,100,"1990-04-21 14:10:00",10,9,64,Fitzroy,19,23211,0,0,"1990-04-21 13:10:00",4,"Round 4",,+11:00,640667400,"2022-11-10 21:19:31","Waverley Park",Melbourne,11,1990
23,20,143,Geelong,7,100,"1990-04-22 14:10:00",22,15,112,"North Melbourne",12,23212,0,0,"1990-04-22 13:10:00",4,"Round 4",,+11:00,640753800,"2022-11-10 21:19:31",M.C.G.,Geelong,7,1990
17,19,131,"St Kilda",15,100,"1990-04-22 14:10:00",19,13,97,Sydney,16,23213,0,0,"1990-04-22 13:10:00",4,"Round 4",,+11:00,640753800,"2022-11-10 21:19:31",S.C.G.,"St Kilda",15,1990
13,15,103,"Western Bulldogs",18,100,"1990-04-25 14:10:00",16,10,76,Carlton,3,23214,0,0,"1990-04-25 13:10:00",5,"Round 5",,+11:00,641013000,"2022-11-10 21:19:31","Princes Park","Western Bulldogs",18,1990
10,9,64,Fitzroy,19,100,"1990-04-25 14:10:00",17,21,143,Richmond,14,23215,0,0,"1990-04-25 13:10:00",5,"Round 5",,+11:00,641013000,"2022-11-10 21:19:31",M.C.G.,Richmond,14,1990
17,12,89,Geelong,7,100,"1990-04-28 14:10:00",15,11,81,Essendon,5,23217,0,0,"1990-04-28 13:10:00",5,"Round 5",,+11:00,641272200,"2022-11-10 21:19:31","Waverley Park",Geelong,7,1990
18,10,78,"North Melbourne",12,100,"1990-04-28 14:10:00",12,16,108,Hawthorn,10,23218,0,0,"1990-04-28 13:10:00",5,"Round 5",,+11:00,641272200,"2022-11-10 21:19:31","Princes Park",Hawthorn,10,1990
20,12,92,Collingwood,4,100,"1990-04-28 14:10:00",13,13,91,"St Kilda",15,23216,0,0,"1990-04-28 13:10:00",5,"Round 5",,+11:00,641272200,"2022-11-10 21:19:31",M.C.G.,Collingwood,4,1990
11,19,125,Melbourne,11,100,"1990-04-28 19:40:00",13,8,61,"Brisbane Lions",2,23219,0,0,"1990-04-28 18:40:00",5,"Round 5",,+11:00,641292000,"2022-11-10 21:19:31",Carrara,Melbourne,11,1990
