abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
17,14,101,Carlton,3,100,"1979-03-31 14:10:00",14,11,80,Essendon,5,34146,0,0,"1979-03-31 13:10:00",3,"Round 3",,+11:00,291697800,"2022-11-21 16:28:35","Waverley Park",Carlton,3,1979
11,15,101,Geelong,7,100,"1979-04-07 14:10:00",13,23,151,Carlton,3,34254,0,0,"1979-04-07 13:10:00",1,"Round 1",,+11:00,292302600,"2022-11-21 16:28:36","Princes Park",Carlton,3,1979
23,21,149,Fitzroy,19,100,"1979-04-07 14:10:00",15,9,69,Collingwood,4,34255,0,0,"1979-04-07 13:10:00",1,"Round 1",,+11:00,292302600,"2022-11-21 16:28:36","Victoria Park",Fitzroy,19,1979
17,16,113,"Western Bulldogs",18,100,"1979-04-07 14:10:00",17,18,125,Melbourne,11,34257,0,0,"1979-04-07 13:10:00",1,"Round 1",,+11:00,292302600,"2022-11-21 16:28:36",M.C.G.,Melbourne,11,1979
13,16,109,Essendon,5,100,"1979-04-07 14:10:00",27,17,129,"North Melbourne",12,34256,0,0,"1979-04-07 13:10:00",1,"Round 1",,+11:00,292302600,"2022-11-21 16:28:36","Arden St","North Melbourne",12,1979
19,14,103,Hawthorn,10,100,"1979-04-07 14:10:00",14,19,128,"St Kilda",15,34258,0,0,"1979-04-07 13:10:00",1,"Round 1",,+11:00,292302600,"2022-11-21 16:28:36","Moorabbin Oval","St Kilda",15,1979
11,19,125,Richmond,14,100,"1979-04-07 14:10:00",21,15,111,Sydney,16,34259,0,0,"1979-04-07 13:10:00",1,"Round 1",,+11:00,292302600,"2022-11-21 16:28:36","Lake Oval",Richmond,14,1979
18,19,132,Collingwood,4,100,"1979-04-14 14:10:00",24,13,102,Hawthorn,10,34236,0,0,"1979-04-14 13:10:00",2,"Round 2",,+11:00,292907400,"2022-11-21 16:28:36","Princes Park",Collingwood,4,1979
13,20,133,"North Melbourne",12,100,"1979-04-14 14:10:00",16,13,94,"Western Bulldogs",18,34238,0,0,"1979-04-14 13:10:00",2,"Round 2",,+11:00,292907400,"2022-11-21 16:28:36","Western Oval","North Melbourne",12,1979
13,21,139,Sydney,16,100,"1979-04-14 14:10:00",14,12,86,Fitzroy,19,34237,0,0,"1979-04-14 13:10:00",2,"Round 2",,+11:00,292907400,"2022-11-21 16:28:36","Junction Oval",Sydney,16,1979
10,9,64,"St Kilda",15,100,"1979-04-16 14:10:00",22,21,148,Essendon,5,34240,0,0,"1979-04-16 13:10:00",2,"Round 2",,+11:00,293080200,"2022-11-21 16:28:36","Windy Hill",Essendon,5,1979
13,9,67,Melbourne,11,100,"1979-04-16 14:10:00",16,15,106,Geelong,7,34241,0,0,"1979-04-16 13:10:00",2,"Round 2",,+11:00,293080200,"2022-11-21 16:28:36","Kardinia Park",Geelong,7,1979
9,23,147,Carlton,3,100,"1979-04-16 14:10:00",18,13,96,Richmond,14,34239,0,0,"1979-04-16 13:10:00",2,"Round 2",,+11:00,293080200,"2022-11-21 16:28:36",M.C.G.,Carlton,3,1979
17,11,83,Geelong,7,100,"1979-04-21 14:10:00",15,18,123,Hawthorn,10,34150,0,0,"1979-04-21 13:10:00",3,"Round 3",,+11:00,293512200,"2022-11-21 16:28:35","Princes Park",Hawthorn,10,1979
15,14,99,Collingwood,4,100,"1979-04-21 14:10:00",19,18,127,"North Melbourne",12,34147,0,0,"1979-04-21 13:10:00",3,"Round 3",,+11:00,293512200,"2022-11-21 16:28:35","Arden St","North Melbourne",12,1979
16,16,112,Fitzroy,19,100,"1979-04-21 14:10:00",12,20,132,Richmond,14,34148,0,0,"1979-04-21 13:10:00",3,"Round 3",,+11:00,293512200,"2022-11-21 16:28:35",M.C.G.,Richmond,14,1979
13,16,109,"Western Bulldogs",18,100,"1979-04-21 14:10:00",14,15,104,"St Kilda",15,34149,0,0,"1979-04-21 13:10:00",3,"Round 3",,+11:00,293512200,"2022-11-21 16:28:35","Moorabbin Oval","Western Bulldogs",18,1979
15,16,111,Melbourne,11,100,"1979-04-21 14:10:00",10,18,118,Sydney,16,34151,0,0,"1979-04-21 13:10:00",3,"Round 3",,+11:00,293512200,"2022-11-21 16:28:35","Lake Oval",Sydney,16,1979
5,15,95,Sydney,16,100,"1979-04-25 14:10:00",15,29,189,Hawthorn,10,34224,0,0,"1979-04-25 13:10:00",4,"Round 4",,+11:00,293857800,"2022-11-21 16:28:36","Waverley Park",Hawthorn,10,1979
19,15,109,Richmond,14,100,"1979-04-25 14:10:00",23,16,119,Melbourne,11,34225,0,0,"1979-04-25 13:10:00",4,"Round 4",,+11:00,293857800,"2022-11-21 16:28:36",M.C.G.,Melbourne,11,1979
11,3,29,"St Kilda",15,100,"1979-04-28 14:10:00",21,31,207,Collingwood,4,34227,0,0,"1979-04-28 13:10:00",4,"Round 4",,+11:00,294117000,"2022-11-21 16:28:36","Victoria Park",Collingwood,4,1979
