abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
10,12,82,Richmond,14,100,"1981-03-28 14:10:00",12,22,144,Carlton,3,24538,0,0,"1981-03-28 13:10:00",1,"Round 1",,+11:00,354597000,"2022-11-17 09:54:07","Waverley Park",Carlton,3,1981
11,10,71,Essendon,5,100,"1981-03-28 14:10:00",17,10,77,Geelong,7,24540,0,0,"1981-03-28 13:10:00",1,"Round 1",,+11:00,354597000,"2022-11-17 09:54:07","Kardinia Park",Geelong,7,1981
15,23,153,Hawthorn,10,100,"1981-03-28 14:10:00",16,16,112,Melbourne,11,24542,0,0,"1981-03-28 13:10:00",1,"Round 1",,+11:00,354597000,"2022-11-17 09:54:07",M.C.G.,Hawthorn,10,1981
25,12,97,Sydney,16,100,"1981-03-28 14:10:00",19,21,145,"North Melbourne",12,24543,0,0,"1981-03-28 13:10:00",1,"Round 1",,+11:00,354597000,"2022-11-17 09:54:07","Arden St","North Melbourne",12,1981
19,23,157,"St Kilda",15,100,"1981-03-28 14:10:00",12,16,108,"Western Bulldogs",18,24541,0,0,"1981-03-28 13:10:00",1,"Round 1",,+11:00,354597000,"2022-11-17 09:54:07","Western Oval","St Kilda",15,1981
27,22,159,Collingwood,4,100,"1981-03-28 14:10:00",13,20,133,Fitzroy,19,24539,0,0,"1981-03-28 13:10:00",1,"Round 1",,+11:00,354597000,"2022-11-17 09:54:07","Junction Oval",Collingwood,4,1981
6,13,84,"Western Bulldogs",18,100,"1981-04-04 14:10:00",22,26,178,Collingwood,4,24622,0,0,"1981-04-04 13:10:00",2,"Round 2",,+11:00,355201800,"2022-11-17 09:54:07","Victoria Park",Collingwood,4,1981
9,15,99,"North Melbourne",12,100,"1981-04-04 14:10:00",15,16,111,Essendon,5,24623,0,0,"1981-04-04 13:10:00",2,"Round 2",,+11:00,355201800,"2022-11-17 09:54:07","Windy Hill",Essendon,5,1981
21,17,123,Carlton,3,100,"1981-04-04 14:10:00",11,16,107,Hawthorn,10,24621,0,0,"1981-04-04 13:10:00",2,"Round 2",,+11:00,355201800,"2022-11-17 09:54:07","Princes Park",Carlton,3,1981
13,16,109,Geelong,7,100,"1981-04-04 14:10:00",23,14,107,"St Kilda",15,24625,0,0,"1981-04-04 13:10:00",2,"Round 2",,+11:00,355201800,"2022-11-17 09:54:07","Moorabbin Oval",Geelong,7,1981
13,22,145,Richmond,14,100,"1981-04-04 14:10:00",14,16,110,Sydney,16,24626,0,0,"1981-04-04 13:10:00",2,"Round 2",,+11:00,355201800,"2022-11-17 09:54:07","Lake Oval",Richmond,14,1981
14,16,110,Melbourne,11,100,"1981-04-04 14:10:00",17,23,155,Fitzroy,19,24624,0,0,"1981-04-04 13:10:00",2,"Round 2",,+11:00,355201800,"2022-11-17 09:54:07","Waverley Park",Fitzroy,19,1981
20,12,92,Fitzroy,19,100,"1981-04-11 14:10:00",24,14,108,Carlton,3,24615,0,0,"1981-04-11 13:10:00",3,"Round 3",,+11:00,355806600,"2022-11-17 09:54:07","Princes Park",Carlton,3,1981
5,14,89,Geelong,7,100,"1981-04-11 14:10:00",26,15,116,"North Melbourne",12,24619,0,0,"1981-04-11 13:10:00",3,"Round 3",,+11:00,355806600,"2022-11-17 09:54:07","Arden St","North Melbourne",12,1981
18,16,114,Essendon,5,100,"1981-04-11 14:10:00",16,17,118,Richmond,14,24617,0,0,"1981-04-11 13:10:00",3,"Round 3",,+11:00,355806600,"2022-11-17 09:54:07",M.C.G.,Richmond,14,1981
19,23,157,Collingwood,4,100,"1981-04-11 14:10:00",21,19,135,"St Kilda",15,24616,0,0,"1981-04-11 13:10:00",3,"Round 3",,+11:00,355806600,"2022-11-17 09:54:07","Moorabbin Oval",Collingwood,4,1981
